4
2000
79	21	78	22	84	16	72	28
100	0	99	1	100	0	81	19
97	3	96	4	98	2	85	15
89	11	84	16	95	5	89	11
99	1	92	8	93	7	87	13
81	19	88	12	93	7	75	25
67	33	70	30	56	44	29	71
30	70	40	60	76	24	67	33
83	17	84	16	73	27	62	38
94	6	99	1	96	4	90	10
63	37	78	22	71	29	65	35
23	77	25	75	31	69	58	42
74	26	82	18	56	44	67	33
67	33	69	31	56	44	75	25
84	16	93	7	98	2	84	16
48	52	46	54	35	65	42	58
66	34	73	27	78	22	68	32
35	65	33	67	31	69	79	21
54	46	59	41	38	62	74	26
74	26	92	8	99	1	99	1
59	41	76	24	47	53	48	52
92	8	85	15	96	4	98	2
22	78	70	30	67	33	42	58
67	33	56	44	56	44	53	47
96	4	78	22	82	18	74	26
43	57	70	30	82	18	87	13
44	56	33	67	41	59	14	86
59	41	91	9	87	13	92	8
45	55	75	25	50	50	56	44
86	14	75	25	89	11	93	7
78	22	88	12	81	19	95	5
19	81	17	83	30	70	8	92
11	89	44	56	31	69	36	64
72	28	84	16	96	4	94	6
83	17	83	17	53	47	62	38
78	22	71	29	96	4	85	15
77	23	77	23	94	6	66	34
88	12	60	40	84	16	78	22
84	16	69	31	65	35	74	26
23	77	50	50	46	54	39	61
62	38	73	27	89	11	69	31
50	50	95	5	97	3	95	5
91	9	90	10	96	4	86	14
86	14	79	21	96	4	86	14
91	9	72	28	90	10	93	7
51	49	32	68	23	77	58	42
85	15	57	43	67	33	77	23
92	8	79	21	65	35	79	21
79	21	97	3	88	12	83	17
45	55	27	73	34	66	29	71
86	14	58	42	75	25	60	40
38	62	49	51	42	58	41	59
33	67	82	18	90	10	66	34
66	34	84	16	71	29	74	26
56	44	52	48	53	47	46	54
35	65	63	37	42	58	64	36
77	23	57	43	47	53	67	33
42	58	39	61	18	82	27	73
97	3	100	0	96	4	72	28
97	3	87	13	98	2	98	2
80	20	39	61	65	35	65	35
61	39	84	16	79	21	58	42
91	9	82	18	93	7	81	19
96	4	99	1	86	14	93	7
78	22	70	30	87	13	51	49
38	62	48	52	47	53	29	71
11	89	27	73	2	98	26	74
94	6	90	10	91	9	65	35
67	33	62	38	74	26	64	36
39	61	45	55	34	66	50	50
68	32	41	59	49	51	51	49
71	29	90	10	98	2	89	11
66	34	33	67	37	63	54	46
22	78	60	40	56	44	51	49
83	17	63	37	58	42	38	62
12	88	30	70	28	72	20	80
100	0	85	15	95	5	100	0
95	5	73	27	81	19	85	15
26	74	66	34	77	23	56	44
69	31	76	24	70	30	76	24
80	20	91	9	73	27	73	27
36	64	52	48	49	51	45	55
67	33	53	47	79	21	56	44
20	80	34	66	4	96	38	62
50	50	82	18	78	22	56	44
76	24	54	46	57	43	49	51
53	47	30	70	43	57	34	66
47	53	51	49	66	34	62	38
97	3	73	27	90	10	62	38
85	15	93	7	88	12	96	4
67	33	55	45	76	24	62	38
0	100	0	100	2	98	18	82
99	1	89	11	97	3	95	5
28	72	45	55	48	52	13	87
70	30	87	13	90	10	72	28
98	2	100	0	86	14	96	4
91	9	72	28	87	13	85	15
32	68	23	77	36	64	16	84
100	0	96	4	84	16	100	0
68	32	46	54	67	33	73	27
88	12	97	3	82	18	84	16
96	4	99	1	80	20	98	2
91	9	85	15	91	9	96	4
84	16	98	2	89	11	75	25
88	12	87	13	93	7	95	5
87	13	84	16	93	7	98	2
35	65	72	28	48	52	48	52
99	1	84	16	95	5	92	8
55	45	61	39	67	33	45	55
89	11	92	8	93	7	82	18
54	46	50	50	52	48	60	40
40	60	68	32	70	30	75	25
79	21	92	8	72	28	71	29
64	36	40	60	32	68	52	48
100	0	86	14	100	0	94	6
73	27	87	13	83	17	66	34
46	54	82	18	75	25	70	30
64	36	59	41	59	41	63	37
100	0	100	0	80	20	100	0
62	38	65	35	83	17	45	55
64	36	28	72	31	69	17	83
91	9	93	7	99	1	97	3
17	83	45	55	34	66	33	67
93	7	88	12	93	7	91	9
31	69	13	87	44	56	35	65
20	80	11	89	27	73	25	75
33	67	11	89	52	48	49	51
56	44	76	24	65	35	60	40
66	34	63	37	75	25	38	62
85	15	83	17	72	28	88	12
73	27	99	1	96	4	94	6
34	66	70	30	39	61	67	33
91	9	87	13	86	14	81	19
69	31	34	66	38	62	29	71
76	24	46	54	60	40	76	24
57	43	70	30	65	35	67	33
85	15	63	37	78	22	57	43
79	21	81	19	61	39	85	15
55	45	55	45	57	43	43	57
6	94	21	79	12	88	26	74
73	27	89	11	77	23	85	15
22	78	24	76	25	75	29	71
89	11	83	17	89	11	80	20
88	12	86	14	99	1	76	24
87	13	94	6	78	22	76	24
90	10	64	36	59	41	34	66
43	57	66	34	46	54	60	40
4	96	63	37	54	46	58	42
92	8	31	69	78	22	93	7
84	16	91	9	40	60	81	19
37	63	6	94	13	87	21	79
86	14	95	5	95	5	88	12
70	30	45	55	79	21	71	29
82	18	89	11	59	41	94	6
90	10	57	43	59	41	85	15
59	41	50	50	58	42	37	63
91	9	97	3	97	3	95	5
43	57	77	23	63	37	54	46
80	20	74	26	70	30	58	42
76	24	64	36	77	23	87	13
94	6	84	16	96	4	96	4
97	3	98	2	86	14	99	1
70	30	31	69	62	38	72	28
15	85	13	87	29	71	28	72
80	20	73	27	76	24	80	20
54	46	73	27	46	54	80	20
69	31	81	19	67	33	66	34
82	18	84	16	87	13	86	14
45	55	56	44	52	48	54	46
85	15	56	44	63	37	92	8
51	49	69	31	69	31	76	24
51	49	37	63	40	60	35	65
100	0	89	11	97	3	82	18
59	41	87	13	60	40	80	20
83	17	70	30	60	40	36	64
51	49	57	43	65	35	41	59
92	8	94	6	98	2	96	4
99	1	99	1	90	10	84	16
84	16	95	5	82	18	95	5
74	26	92	8	87	13	91	9
52	48	65	35	65	35	70	30
76	24	71	29	77	23	59	41
52	48	95	5	70	30	65	35
82	18	94	6	90	10	98	2
86	14	83	17	95	5	88	12
54	46	42	58	55	45	46	54
90	10	85	15	68	32	69	31
61	39	60	40	58	42	68	32
52	48	59	41	80	20	69	31
77	23	61	39	74	26	45	55
76	24	93	7	49	51	80	20
94	6	95	5	100	0	91	9
67	33	48	52	51	49	42	58
95	5	90	10	98	2	91	9
95	5	93	7	71	29	78	22
77	23	70	30	74	26	62	38
86	14	85	15	66	34	75	25
68	32	78	22	76	24	91	9
99	1	90	10	97	3	85	15
64	36	63	37	35	65	53	47
79	21	59	41	54	46	89	11
64	36	61	39	95	5	77	23
56	44	65	35	59	41	75	25
13	87	22	78	7	93	16	84
18	82	52	48	51	49	48	52
45	55	37	63	66	34	63	37
69	31	67	33	46	54	65	35
85	15	81	19	70	30	93	7
83	17	67	33	61	39	44	56
19	81	11	89	55	45	40	60
90	10	78	22	99	1	97	3
52	48	77	23	99	1	92	8
61	39	52	48	73	27	70	30
91	9	98	2	98	2	93	7
68	32	91	9	85	15	82	18
98	2	100	0	100	0	82	18
82	18	88	12	87	13	60	40
39	61	70	30	75	25	53	47
0	100	28	72	5	95	4	96
72	28	63	37	64	36	77	23
82	18	68	32	74	26	48	52
89	11	72	28	94	6	78	22
66	34	69	31	59	41	59	41
96	4	75	25	83	17	97	3
34	66	23	77	46	54	53	47
48	52	56	44	30	70	65	35
80	20	100	0	100	0	100	0
94	6	95	5	83	17	89	11
80	20	99	1	88	12	90	10
65	35	35	65	31	69	31	69
95	5	78	22	81	19	74	26
22	78	51	49	26	74	38	62
69	31	66	34	83	17	68	32
61	39	90	10	83	17	74	26
81	19	95	5	78	22	74	26
65	35	72	28	58	42	73	27
71	29	88	12	71	29	63	37
88	12	89	11	77	23	97	3
95	5	98	2	86	14	94	6
32	68	37	63	38	62	35	65
98	2	86	14	91	9	93	7
78	22	87	13	84	16	89	11
92	8	100	0	90	10	98	2
77	23	94	6	87	13	87	13
33	67	48	52	36	64	32	68
79	21	87	13	78	22	74	26
53	47	36	64	29	71	24	76
45	55	47	53	70	30	74	26
98	2	86	14	98	2	98	2
86	14	84	16	72	28	73	27
48	52	20	80	25	75	20	80
50	50	61	39	64	36	51	49
74	26	75	25	77	23	69	31
84	16	71	29	81	19	72	28
97	3	99	1	73	27	92	8
69	31	67	33	52	48	66	34
85	15	53	47	69	31	74	26
58	42	63	37	52	48	51	49
81	19	94	6	84	16	90	10
87	13	75	25	78	22	77	23
92	8	76	24	97	3	98	2
71	29	59	41	95	5	78	22
48	52	67	33	65	35	75	25
39	61	78	22	55	45	67	33
43	57	35	65	38	62	40	60
100	0	92	8	70	30	69	31
67	33	56	44	88	12	63	37
92	8	97	3	99	1	79	21
84	16	82	18	80	20	87	13
10	90	23	77	15	85	22	78
56	44	47	53	89	11	76	24
80	20	86	14	60	40	65	35
97	3	85	15	100	0	98	2
13	87	36	64	36	64	18	82
89	11	83	17	88	12	81	19
98	2	100	0	98	2	84	16
99	1	95	5	86	14	99	1
43	57	69	31	57	43	76	24
74	26	88	12	85	15	74	26
43	57	70	30	69	31	43	57
14	86	14	86	2	98	8	92
43	57	51	49	70	30	61	39
64	36	68	32	66	34	92	8
29	71	39	61	29	71	44	56
63	37	35	65	82	18	48	52
72	28	68	32	80	20	66	34
39	61	41	59	18	82	37	63
92	8	92	8	96	4	81	19
87	13	78	22	84	16	74	26
73	27	79	21	98	2	87	13
53	47	71	29	60	40	67	33
83	17	65	35	74	26	83	17
40	60	55	45	40	60	31	69
25	75	4	96	11	89	38	62
81	19	96	4	90	10	98	2
71	29	64	36	82	18	70	30
100	0	78	22	88	12	95	5
77	23	98	2	86	14	92	8
42	58	15	85	22	78	46	54
89	11	77	23	100	0	97	3
9	91	6	94	2	98	3	97
69	31	42	58	53	47	71	29
0	100	10	90	12	88	16	84
70	30	53	47	88	12	58	42
84	16	44	56	74	26	83	17
93	7	84	16	93	7	98	2
85	15	86	14	77	23	89	11
83	17	79	21	76	24	71	29
89	11	58	42	86	14	53	47
79	21	81	19	45	55	58	42
94	6	93	7	100	0	93	7
16	84	17	83	48	52	11	89
96	4	70	30	82	18	86	14
97	3	62	38	62	38	60	40
29	71	49	51	31	69	66	34
18	82	11	89	6	94	22	78
77	23	96	4	90	10	88	12
93	7	97	3	90	10	86	14
72	28	62	38	73	27	53	47
77	23	63	37	72	28	39	61
87	13	66	34	78	22	64	36
79	21	61	39	68	32	54	46
78	22	87	13	56	44	92	8
33	67	87	13	68	32	77	23
89	11	93	7	99	1	94	6
45	55	38	62	62	38	52	48
84	16	80	20	77	23	84	16
34	66	57	43	49	51	40	60
100	0	90	10	82	18	95	5
96	4	100	0	100	0	84	16
67	33	76	24	68	32	60	40
91	9	95	5	93	7	82	18
88	12	67	33	64	36	82	18
49	51	52	48	45	55	75	25
60	40	75	25	84	16	86	14
23	77	59	41	33	67	36	64
54	46	52	48	39	61	36	64
69	31	78	22	77	23	87	13
72	28	87	13	88	12	72	28
14	86	7	93	24	76	18	82
30	70	42	58	24	76	43	57
90	10	71	29	79	21	87	13
46	54	64	36	67	33	68	32
95	5	92	8	95	5	98	2
85	15	73	27	73	27	85	15
15	85	5	95	15	85	10	90
2	98	11	89	6	94	1	99
54	46	86	14	93	7	99	1
47	53	38	62	46	54	72	28
83	17	75	25	69	31	93	7
98	2	95	5	85	15	94	6
84	16	89	11	83	17	78	22
87	13	92	8	95	5	91	9
33	67	47	53	52	48	50	50
22	78	36	64	51	49	10	90
78	22	86	14	89	11	79	21
100	0	95	5	84	16	93	7
93	7	100	0	100	0	87	13
70	30	93	7	98	2	88	12
59	41	64	36	62	38	60	40
18	82	22	78	43	57	52	48
97	3	75	25	97	3	92	8
48	52	43	57	74	26	52	48
37	63	23	77	43	57	23	77
73	27	32	68	46	54	41	59
93	7	88	12	84	16	86	14
95	5	91	9	95	5	98	2
89	11	84	16	70	30	92	8
69	31	51	49	29	71	33	67
39	61	43	57	21	79	25	75
35	65	34	66	26	74	38	62
56	44	42	58	82	18	62	38
44	56	43	57	64	36	50	50
72	28	20	80	49	51	37	63
45	55	48	52	42	58	44	56
56	44	53	47	75	25	46	54
100	0	94	6	99	1	87	13
100	0	98	2	100	0	82	18
79	21	95	5	79	21	88	12
46	54	52	48	21	79	31	69
49	51	72	28	39	61	44	56
39	61	57	43	46	54	36	64
100	0	94	6	90	10	96	4
85	15	50	50	61	39	81	19
6	94	8	92	21	79	27	73
94	6	87	13	86	14	97	3
22	78	44	56	53	47	37	63
36	64	58	42	40	60	41	59
95	5	70	30	85	15	83	17
48	52	88	12	83	17	51	49
51	49	39	61	35	65	53	47
54	46	80	20	70	30	52	48
70	30	82	18	72	28	77	23
52	48	51	49	84	16	74	26
77	23	98	2	94	6	90	10
16	84	32	68	22	78	31	69
100	0	100	0	80	20	100	0
38	62	32	68	34	66	49	51
32	68	71	29	44	56	59	41
21	79	36	64	55	45	23	77
83	17	64	36	95	5	79	21
95	5	92	8	96	4	97	3
65	35	62	38	63	37	33	67
87	13	86	14	82	18	91	9
93	7	100	0	100	0	87	13
35	65	47	53	33	67	50	50
100	0	100	0	80	20	100	0
79	21	82	18	65	35	49	51
94	6	80	20	78	22	91	9
41	59	36	64	41	59	40	60
81	19	80	20	79	21	83	17
56	44	41	59	68	32	31	69
73	27	72	28	74	26	71	29
21	79	39	61	9	91	30	70
98	2	87	13	67	33	81	19
96	4	83	17	94	6	86	14
71	29	32	68	47	53	50	50
42	58	19	81	31	69	36	64
60	40	78	22	65	35	61	39
79	21	52	48	68	32	63	37
92	8	80	20	79	21	84	16
98	2	96	4	93	7	93	7
94	6	82	18	64	36	92	8
100	0	100	0	91	9	89	11
100	0	100	0	100	0	80	20
90	10	56	44	75	25	79	21
47	53	76	24	56	44	64	36
93	7	90	10	100	0	89	11
37	63	84	16	73	27	60	40
77	23	57	43	58	42	65	35
78	22	53	47	49	51	70	30
90	10	77	23	81	19	84	16
36	64	42	58	53	47	51	49
93	7	78	22	99	1	73	27
95	5	96	4	94	6	95	5
58	42	65	35	49	51	76	24
75	25	40	60	43	57	56	44
42	58	20	80	27	73	6	94
91	9	84	16	88	12	73	27
18	82	43	57	36	64	40	60
74	26	54	46	68	32	59	41
77	23	52	48	61	39	60	40
61	39	71	29	63	37	50	50
42	58	53	47	36	64	28	72
59	41	66	34	54	46	66	34
23	77	37	63	64	36	44	56
86	14	91	9	95	5	92	8
82	18	99	1	99	1	100	0
61	39	59	41	49	51	36	64
85	15	97	3	100	0	98	2
8	92	25	75	39	61	21	79
83	17	88	12	64	36	85	15
100	0	81	19	99	1	100	0
55	45	68	32	69	31	68	32
78	22	87	13	84	16	90	10
86	14	86	14	81	19	100	0
16	84	23	77	18	82	28	72
58	42	36	64	59	41	45	55
89	11	96	4	69	31	83	17
98	2	87	13	97	3	93	7
51	49	9	91	35	65	37	63
46	54	39	61	44	56	23	77
93	7	92	8	59	41	95	5
62	38	71	29	42	58	30	70
91	9	91	9	98	2	100	0
85	15	90	10	74	26	85	15
98	2	98	2	86	14	97	3
100	0	81	19	99	1	100	0
73	27	88	12	51	49	78	22
60	40	66	34	91	9	63	37
74	26	77	23	35	65	48	52
99	1	93	7	100	0	88	12
99	1	92	8	96	4	93	7
90	10	90	10	85	15	84	16
57	43	75	25	63	37	61	39
56	44	67	33	60	40	75	25
31	69	28	72	39	61	32	68
91	9	84	16	88	12	45	55
67	33	53	47	82	18	75	25
92	8	98	2	97	3	93	7
42	58	46	54	16	84	42	58
67	33	66	34	65	35	55	45
53	47	68	32	46	54	52	48
47	53	64	36	49	51	82	18
9	91	15	85	31	69	28	72
97	3	98	2	88	12	97	3
89	11	96	4	98	2	97	3
94	6	89	11	100	0	97	3
96	4	62	38	82	18	77	23
86	14	97	3	86	14	95	5
96	4	88	12	73	27	84	16
52	48	54	46	55	45	42	58
82	18	70	30	75	25	88	12
8	92	40	60	44	56	30	70
81	19	99	1	89	11	68	32
41	59	79	21	50	50	60	40
58	42	93	7	81	19	97	3
74	26	84	16	83	17	73	27
98	2	100	0	74	26	98	2
93	7	87	13	93	7	85	15
84	16	96	4	80	20	95	5
74	26	96	4	81	19	70	30
67	33	76	24	58	42	63	37
18	82	20	80	28	72	30	70
60	40	42	58	32	68	66	34
93	7	96	4	83	17	92	8
34	66	56	44	35	65	24	76
18	82	40	60	56	44	65	35
79	21	65	35	76	24	63	37
20	80	50	50	16	84	13	87
83	17	64	36	66	34	59	41
63	37	36	64	62	38	62	38
90	10	96	4	99	1	95	5
72	28	45	55	43	57	55	45
95	5	90	10	99	1	96	4
76	24	50	50	44	56	67	33
95	5	78	22	94	6	85	15
81	19	92	8	94	6	98	2
97	3	100	0	93	7	90	10
48	52	43	57	62	38	43	57
37	63	60	40	62	38	65	35
3	97	20	80	11	89	4	96
91	9	99	1	97	3	93	7
70	30	86	14	96	4	86	14
89	11	70	30	79	21	81	19
76	24	65	35	92	8	91	9
47	53	85	15	67	33	40	60
77	23	16	84	55	45	62	38
85	15	97	3	97	3	82	18
100	0	100	0	100	0	80	20
92	8	78	22	58	42	82	18
24	76	2	98	13	87	17	83
100	0	100	0	100	0	80	20
35	65	25	75	17	83	25	75
85	15	40	60	74	26	90	10
37	63	49	51	27	73	57	43
91	9	56	44	87	13	84	16
58	42	69	31	75	25	73	27
53	47	79	21	93	7	81	19
70	30	62	38	55	45	65	35
70	30	96	4	97	3	88	12
98	2	98	2	89	11	93	7
74	26	56	44	82	18	65	35
61	39	72	28	51	49	70	30
23	77	66	34	66	34	34	66
100	0	81	19	100	0	99	1
44	56	43	57	36	64	50	50
74	26	69	31	82	18	90	10
46	54	51	49	62	38	65	35
83	17	70	30	63	37	72	28
80	20	83	17	84	16	89	11
25	75	59	41	58	42	48	52
61	39	86	14	63	37	63	37
76	24	58	42	60	40	62	38
38	62	71	29	93	7	78	22
93	7	100	0	92	8	73	27
100	0	97	3	96	4	87	13
80	20	87	13	67	33	66	34
91	9	91	9	91	9	78	22
88	12	93	7	76	24	67	33
48	52	49	51	60	40	56	44
90	10	91	9	81	19	79	21
95	5	98	2	89	11	82	18
100	0	100	0	99	1	81	19
16	84	95	5	89	11	87	13
18	82	14	86	26	74	18	82
100	0	84	16	95	5	92	8
64	36	61	39	63	37	80	20
67	33	73	27	85	15	69	31
56	44	16	84	65	35	42	58
95	5	62	38	84	16	84	16
93	7	70	30	93	7	95	5
78	22	69	31	71	29	56	44
89	11	96	4	89	11	93	7
54	46	70	30	79	21	79	21
64	36	80	20	69	31	76	24
50	50	27	73	37	63	36	64
80	20	100	0	100	0	100	0
97	3	93	7	90	10	100	0
87	13	100	0	100	0	92	8
82	18	72	28	73	27	65	35
51	49	49	51	61	39	37	63
95	5	92	8	98	2	92	8
65	35	84	16	88	12	83	17
91	9	69	31	59	41	71	29
73	27	91	9	85	15	95	5
97	3	92	8	93	7	98	2
99	1	82	18	100	0	99	1
94	6	90	10	98	2	98	2
24	76	68	32	38	62	51	49
55	45	74	26	98	2	63	37
85	15	69	31	69	31	91	9
38	62	29	71	34	66	27	73
80	20	79	21	88	12	84	16
95	5	94	6	88	12	77	23
83	17	77	23	76	24	76	24
57	43	53	47	46	54	81	19
89	11	94	6	90	10	95	5
74	26	54	46	84	16	76	24
77	23	61	39	58	42	58	42
97	3	88	12	99	1	96	4
65	35	70	30	53	47	69	31
80	20	71	29	58	42	67	33
96	4	89	11	100	0	95	5
63	37	73	27	52	48	26	74
99	1	100	0	100	0	81	19
89	11	93	7	74	26	79	21
80	20	100	0	100	0	100	0
96	4	87	13	97	3	100	0
36	64	51	49	51	49	45	55
75	25	91	9	88	12	90	10
97	3	85	15	73	27	95	5
92	8	92	8	89	11	77	23
73	27	89	11	55	45	67	33
63	37	83	17	83	17	71	29
23	77	43	57	29	71	48	52
90	10	99	1	91	9	99	1
100	0	100	0	95	5	85	15
100	0	99	1	95	5	86	14
93	7	93	7	86	14	97	3
86	14	93	7	79	21	92	8
48	52	55	45	69	31	49	51
73	27	54	46	72	28	39	61
44	56	76	24	64	36	77	23
100	0	78	22	100	0	95	5
91	9	68	32	74	26	78	22
99	1	100	0	85	15	96	4
62	38	75	25	51	49	63	37
90	10	69	31	60	40	51	49
16	84	8	92	29	71	10	90
75	25	87	13	93	7	81	19
79	21	67	33	62	38	46	54
26	74	44	56	34	66	68	32
98	2	89	11	93	7	100	0
64	36	100	0	97	3	98	2
5	95	4	96	9	91	6	94
100	0	100	0	83	17	97	3
61	39	62	38	28	72	37	63
58	42	64	36	46	54	58	42
97	3	35	65	73	27	76	24
55	45	71	29	65	35	86	14
81	19	87	13	63	37	83	17
87	13	90	10	87	13	82	18
33	67	18	82	26	74	14	86
95	5	76	24	87	13	86	14
97	3	98	2	91	9	94	6
