 iteration         deme_1         deme_2         deme_3
     52975     213.115983      89.458497      86.258929
     53000     215.885050      92.795222      84.244497
     53025     218.594181      91.611674      85.440576
     53050     212.094218      93.067711      86.243786
     53075     207.965704      92.187918      86.184574
     53100     207.469319      89.462548      86.777184
     53125     204.975604      86.480063      89.592935
     53150     193.032844      88.995457      89.260229
     53175     194.280375      87.101980      89.292925
     53200     193.803858      85.713800      89.292925
     53225     205.255687      84.208227      90.892510
     53250     209.450434      82.538063      89.012753
     53275     210.291158      83.335531      91.901304
     53300     202.533285      82.777267      89.201919
     53325     203.420045      82.212469      87.804922
     53350     208.394569      83.746991      87.995355
     53375     208.248645      81.779957      88.912641
     53400     212.966453      82.748554      88.561754
     53425     204.419533      84.001252      89.521712
     53450     199.174076      83.797016      90.011605
     53475     200.225401      85.205112      92.760957
     53500     198.584701      85.658160      91.248590
     53525     196.596344      84.580967      88.740008
     53550     206.834561      79.914690      88.830098
     53575     208.107705      82.138425      89.618106
     53600     213.028756      82.173348      93.100556
     53625     217.666383      80.550210      91.427797
     53650     217.141407      82.918456      93.483588
     53675     227.232368      85.561030      93.943326
     53700     236.277313      84.993899      92.898237
     53725     232.552345      82.276830      92.832633
     53750     229.439021      83.625939      90.736556
     53775     233.260406      82.771002      88.681260
     53800     221.643846      80.589846      86.849043
     53825     220.590562      80.066493      90.967472
     53850     216.534629      79.892216      85.670164
     53875     218.265373      78.200911      87.522131
     53900     208.262678      78.157619      87.495452
     53925     209.440774      78.443919      86.589551
     53950     213.094197      78.107132      88.866159
     53975     205.300314      78.699145      89.395585
     54000     207.474054      77.905572      88.968773
     54025     206.484937      80.985920      88.513289
     54050     204.880372      79.477026      90.488612
     54075     205.010880      79.722897      92.194335
     54100     198.344474      81.775995      92.694210
     54125     202.524218      80.078043      92.446069
     54150     198.963349      79.467633      96.562188
     54175     194.667651      83.699750      94.817620
     54200     195.221458      84.467436      97.601577
     54225     194.953997      82.571522      97.097211
     54250     201.250921      83.831196      92.677894
     54275     212.016909      87.295645      93.491323
     54300     217.694805      89.201088      95.171105
     54325     218.094043      89.118365      95.039378
     54350     223.843351      88.151539      97.304149
     54375     225.889086      89.118425      94.212477
     54400     218.775384      89.386272      95.015863
     54425     217.350353      85.573085      95.053671
     54450     215.413892      84.856542      95.220534
     54475     207.998121      86.864526      92.169959
     54500     214.286125      86.778511      92.396590
     54525     213.232108      88.877376      93.673145
     54550     215.371954      88.352867      94.302120
     54575     222.799226      91.686197      93.484007
     54600     230.216452      94.220427      93.948741
     54625     228.977740      94.714373      93.565923
     54650     229.045143      94.009932      93.701553
     54675     230.343132      92.485165      93.911758
     54700     240.601787      92.606145      94.536415
     54725     243.199931      94.588647      96.133402
     54750     247.687295      91.480910      95.617555
     54775     246.187664      89.649471      95.815188
     54800     251.653657      88.312643      97.134797
     54825     244.748975      88.587829      98.816596
     54850     243.008966      90.515470      98.184595
     54875     243.559590      90.306996      98.485461
     54900     228.678954      94.161370      99.955149
     54925     228.910243      96.518361     102.672607
     54950     227.414317      96.644243     106.070442
     54975     229.544689      98.011636     102.003303
     55000     237.228590      95.740761     101.343658
     55025     236.206951      95.124025     101.436504
     55050     237.092157      93.821509     100.618741
     55075     245.146049      90.740821     105.084588
     55100     247.045881      94.374958     104.613077
     55125     252.449378      93.468608     104.983470
     55150     257.025908      97.873885     104.805797
     55175     251.880179      98.212525     104.575445
     55200     246.184749      95.585994     104.839953
     55225     229.791220      96.342936     102.205962
     55250     231.281846      95.222520     105.278323
     55275     233.060884      94.885803     105.265233
     55300     231.594490      94.375137     105.265233
     55325     222.584425      99.914663     104.740014
     55350     225.716460     100.018476     102.664355
     55375     230.517947      97.653766     104.034327
     55400     232.733900      96.397989     105.873746
     55425     236.724363      96.583453     106.555221
     55450     239.177489      98.477771     106.335392
     55475     231.358842     101.491461     102.655611
     55500     238.622259      99.778601     100.823996
     55525     238.667576     100.247546     103.226133
     55550     240.079093      97.650584     103.506284
     55575     245.340122     100.526355     102.531615
     55600     252.357916      98.742628     104.448443
     55625     255.542857      97.066935     105.320930
     55650     258.829333      97.701764     105.320930
     55675     257.084240      95.732375     106.258518
     55700     253.958844      98.057769     105.015560
     55725     247.763268      98.267615     104.601974
     55750     250.521003      99.044184     107.560633
     55775     251.434722      97.713866     104.105764
     55800     256.984551      96.645605     104.647008
     55825     246.648984      96.757685     103.400570
     55850     248.096663     100.144163     100.969447
     55875     237.114332      98.347636     102.663364
     55900     243.087867      98.220488     101.297024
     55925     253.711677      98.548089     100.537524
     55950     257.974007      99.587287      98.945115
     55975     264.010729      99.803269     105.149133
     56000     255.912165     100.374142     104.307592
     56025     259.431186     100.483952     102.582248
     56050     255.933517     102.680829     104.064984
     56075     261.205746      99.919102     103.928945
     56100     255.159250     100.467162     101.907407
     56125     242.981300     101.313924     101.550297
     56150     245.652929     102.222507     103.149027
     56175     239.599813     103.377291     103.192391
     56200     244.409371     102.648925     105.637245
     56225     237.308881     100.078442     103.125120
     56250     239.346255     101.182642     104.198016
     56275     241.139121      96.840376     107.347693
     56300     239.513954      94.472114     104.772302
     56325     250.689545      95.700157     104.603391
     56350     250.345959      99.649500     102.940888
     56375     260.747165     100.346036     102.362509
     56400     260.545851     101.395511     102.076742
     56425     241.904128      99.552416     105.734139
     56450     235.079896      99.200999     106.329916
     56475     235.704551      98.141935     105.524090
     56500     230.553525     101.615893     104.792414
     56525     236.230083     103.001181     108.971057
     56550     232.546318      99.722198     110.435287
     56575     233.130544      98.292247     106.548470
     56600     229.274465      99.246338     107.465679
     56625     244.868781      96.091215     108.098054
     56650     245.480556      93.331217     108.982749
     56675     240.415436      96.624375     112.597166
     56700     241.656888      98.345273     112.690944
     56725     235.819362      98.151371     113.872681
     56750     225.189763     100.918412     113.849859
     56775     221.836075     101.316981     116.522880
     56800     216.176477     101.310254     118.105134
     56825     221.723859     103.357122     118.527101
     56850     223.206314     104.319743     120.158237
     56875     218.370828     108.817889     119.125996
     56900     214.789506     108.143641     117.612491
     56925     215.285927     107.089711     114.879633
     56950     218.379699     105.324049     114.638946
     56975     214.654491     105.324049     112.462392
     57000     215.012377     104.028093     111.461746
     57025     216.437923     105.918864     113.621162
     57050     217.936547     106.414490     113.940671
     57075     226.454493     108.387701     110.956724
     57100     220.153272     110.331285     113.320314
     57125     220.773166     107.843291     111.741868
     57150     220.569627     107.776467     113.775614
     57175     215.659270     105.692991     108.500340
     57200     216.421922     107.148332     107.829920
     57225     208.651491     106.657586     107.873315
     57250     216.684211     103.320806     105.633009
     57275     217.258221     102.233627     110.202274
     57300     221.553183     101.100683     109.365070
     57325     225.031058      99.295891     110.283900
     57350     215.668620      99.081925     108.937079
     57375     220.969810      96.660150     112.286259
     57400     223.899381      96.773471     110.449886
     57425     221.117471      95.271848     106.990003
     57450     221.063327      94.492332     106.187566
     57475     229.532894      94.261263     108.298627
     57500     227.959775      92.490786     110.425302
     57525     236.921303      90.698429     109.439873
     57550     234.305816      91.129435     107.368396
     57575     236.889225      89.529824     107.348126
     57600     235.448169      90.808089     108.545679
     57625     230.804464      91.715728     111.217865
     57650     229.514348      91.094155     108.409747
     57675     228.356388      92.848752     109.440637
     57700     233.950232      95.898562     110.564968
     57725     227.013960      95.729826     113.373374
     57750     222.329212      92.577155     112.278278
     57775     223.173249      92.245222     112.268734
     57800     218.777671      93.501554     111.130892
     57825     217.028240      96.293636     113.315379
     57850     220.335131      95.182719     113.315379
     57875     215.925752      96.082513     112.936294
     57900     220.147707      93.715310     111.231716
     57925     220.259148      92.245346     111.629584
     57950     218.434632      95.224091     113.327139
     57975     208.603071      94.428889     110.354434
     58000     207.840535      95.878897     110.997745
     58025     208.847436      98.178453     108.148995
     58050     210.975462      98.300362     111.078991
     58075     214.282996     101.351262     106.949978
     58100     212.851261      99.441870     105.160764
     58125     208.571027     100.189219     113.915045
     58150     205.498823      99.484477     111.776364
     58175     203.502872      99.250084     114.400185
     58200     208.222738      99.614275     112.296418
     58225     212.474658      99.857503     113.074408
     58250     218.705086     101.591041     113.787831
     58275     223.119474     102.212701     114.368321
     58300     222.739525     102.900052     113.386008
     58325     216.703960     102.963347     108.049425
     58350     221.357933     101.791142     110.187567
     58375     224.431299      98.029846     114.281636
     58400     240.996581     100.780815     113.077903
     58425     234.874003      99.702729     111.325198
     58450     238.077755      99.550473     114.719298
     58475     242.065001     100.702824     112.242524
     58500     244.833713     101.175122     109.949292
     58525     233.306772     100.342431     109.488971
     58550     232.250682      99.737775     107.591224
     58575     234.767954     101.194771     106.950587
     58600     228.577442      99.760265     107.940121
     58625     225.566292      98.622698     110.926785
     58650     228.817165     100.258386     106.901340
     58675     228.817165     102.156100     107.816577
     58700     243.253726      99.899052     106.476447
     58725     234.881033      98.709133     103.558548
     58750     236.755354      99.509241     105.475708
     58775     248.414023      98.764449     105.806564
     58800     255.212911      98.599023     105.460926
     58825     238.235821      99.914580     104.446469
     58850     235.990574      98.609310     108.263801
     58875     238.825957      97.695691     109.784941
     58900     230.370179      97.653869     107.978857
     58925     224.394795      97.867147     110.592639
     58950     234.886226      97.494886     110.833034
     58975     231.079584     100.394134     113.287661
     59000     231.442664      97.437048     115.862796
     59025     236.918976     100.424022     116.082588
     59050     236.702383      98.274760     118.064427
     59075     248.240048     102.400785     116.923077
     59100     242.871839     102.575517     113.572610
     59125     240.939727     104.468025     113.647207
     59150     241.037245     105.009973     116.900973
     59175     249.968579     104.594212     118.655771
     59200     246.161428     103.113850     115.454983
     59225     239.212185     102.704074     115.866324
     59250     236.189476     101.274775     118.548536
     59275     243.957220     105.825692     116.691398
     59300     238.346575     104.703513     114.730340
     59325     233.569700     105.201440     116.393755
     59350     236.885414     104.712855     116.538521
     59375     236.885414     104.117503     117.089761
     59400     247.454080     108.623147     118.523853
     59425     242.276871     108.570362     117.417642
     59450     231.093145     112.420850     119.108293
     59475     232.298591     112.060430     113.726369
     59500     248.987139     109.884231     112.831470
     59525     241.110367     110.566386     109.504915
     59550     243.913114     110.566386     111.939711
     59575     240.526982     112.515492     111.696340
     59600     248.372785     113.260685     113.243765
     59625     246.728321     114.047279     113.784929
     59650     247.916674     111.102881     116.112241
     59675     247.297383     110.607765     115.631445
     59700     247.013332     111.055270     113.841710
     59725     251.132661     107.680397     111.991319
     59750     251.216104     108.555036     112.689961
     59775     256.113200     110.821846     112.849755
     59800     259.166943     109.237351     110.787498
     59825     253.942416     108.083371     115.597122
     59850     251.589049     106.521679     113.430537
     59875     254.891618     106.616969     112.842934
     59900     249.256482     108.638546     113.622896
     59925     237.293788     108.873322     113.598318
     59950     232.430309     109.628044     113.656448
     59975     240.598772     106.498388     112.481005
     60000     242.040250     106.266408     114.450062
     60025     241.614303     105.834716     114.450062
     60050     244.431306     105.677343     116.556473
     60075     246.653211     108.130664     115.143594
     60100     253.458558     105.532777     114.930653
     60125     251.411038     105.869823     113.695285
     60150     254.418858     108.469303     114.551126
     60175     251.162327     106.990401     115.134433
     60200     254.303214     107.396427     114.890052
     60225     240.632146     108.635600     113.022308
     60250     238.755481     107.637522     110.958720
     60275     244.832351     108.948157     111.027626
     60300     263.515321     107.839708     111.004181
     60325     263.515321     107.939189     110.143012
     60350     258.160438     106.691415     114.035260
     60375     254.898962     106.438640     113.472678
     60400     254.189957     104.684741     117.181219
     60425     253.645965     106.757669     115.357361
     60450     249.763827     105.891616     116.039210
     60475     250.650210     102.342905     116.583766
     60500     241.643085     104.215303     119.423978
     60525     244.682678     105.546424     118.145157
     60550     250.580893     105.178046     118.421617
     60575     253.494989     103.976149     120.205314
     60600     248.366441     101.880529     121.607335
     60625     255.081548     101.710131     114.407684
     60650     247.204431     102.348409     116.566196
     60675     244.720234     103.355595     116.682647
     60700     255.615513     103.679270     115.675976
     60725     254.579563     104.129665     114.946008
     60750     262.173941     102.450118     113.559252
     60775     269.204379     105.152517     114.212713
     60800     267.584374     105.531558     116.401902
     60825     269.298461     105.373516     116.096686
     60850     269.223898     105.093295     114.509806
     60875     265.580091     103.322148     113.487077
     60900     253.345654     105.806079     111.483196
     60925     256.000874     105.289573     111.627910
     60950     245.093597     104.878527     113.326371
     60975     243.212547     105.461163     113.074804
     61000     241.284260     103.324808     111.429442
     61025     242.334757     102.635447     111.261112
     61050     234.791974     102.501342     106.981569
     61075     244.694100     102.758978     108.031769
     61100     242.015259     103.211646     107.343535
     61125     261.581594     100.816152     109.242986
     61150     255.677227     102.330750     108.800967
     61175     256.127818     101.108505     111.403264
     61200     247.652886     101.062354     111.191359
     61225     259.812118     100.888196     111.408559
     61250     271.446808     100.611270     112.007345
     61275     273.573665     100.023705     114.321617
     61300     267.893319      99.415370     115.904142
     61325     265.970131      97.850342     113.021584
     61350     265.731886      99.185635     112.032729
     61375     259.733156      99.301567     110.038085
     61400     266.506585     100.629098     115.014478
     61425     246.357977     101.393019     113.533186
     61450     237.349123     103.273582     110.661490
     61475     253.380166     104.234001     111.374805
     61500     251.249097     103.263965     111.871653
     61525     249.748641     103.511724     112.694792
     61550     249.390185     105.265253     112.988334
     61575     239.649308     100.430394     111.958799
     61600     233.633073     101.316749     109.753107
     61625     230.209429     100.928403     112.752109
     61650     230.190272     101.313736     113.483417
     61675     235.376230     102.161814     113.246094
     61700     223.006402     102.361994     114.976108
     61725     219.274268     100.689016     114.616078
     61750     218.815798     100.353351     111.665045
     61775     210.814309     101.376594     115.043138
     61800     216.024084     100.402276     110.462551
     61825     219.313940     101.695300     111.011552
     61850     219.559475     104.455580     110.938269
     61875     223.310776     103.409265     110.726069
     61900     224.435073     101.196512     111.211695
     61925     215.748011     100.491809     112.704830
     61950     219.997532     100.565942     111.335719
     61975     228.996566     103.613730     108.790851
     62000     234.431468     103.209491     108.598634
     62025     230.769448     104.069549     104.924745
     62050     230.769448     101.587064     103.742417
     62075     229.371063     102.480317     102.755050
     62100     230.664259     103.327109     103.065806
     62125     236.482592     101.105461     102.396299
     62150     233.922928     100.198370     104.202846
     62175     229.776249     100.283011     102.911612
     62200     230.024493      98.764949     104.192865
     62225     236.369876      95.661873     104.293363
     62250     228.639104      96.116947     106.478186
     62275     230.968924      94.554457     109.088424
     62300     213.797912      95.158706     109.170089
     62325     209.842132     102.368592     107.906019
     62350     206.109560     101.222943     111.442109
     62375     200.316275      98.014920     111.112469
     62400     202.627901      99.253523     105.211386
     62425     204.327921      98.062444     106.461702
     62450     205.075011     101.467820     104.285184
     62475     205.069419     101.791179     103.543414
     62500     194.578864     103.764086     104.147938
     62525     206.638811     103.301213     102.958628
     62550     214.887176     104.486920     106.410979
     62575     216.707964     105.478850     104.148784
     62600     214.833528     105.055126     105.030146
     62625     216.881221     107.483186     105.333169
     62650     225.031141     106.489635     105.428895
     62675     234.037413     104.952203     105.642405
     62700     229.071816     102.238373     105.332827
     62725     233.806209     104.829256     105.332827
     62750     234.440888     104.829256     102.694474
     62775     232.630505     104.322572     103.395385
     62800     232.271653     104.629202     105.024117
     62825     226.192496     107.076291     105.435156
     62850     224.675399     102.629596     105.796551
     62875     238.902072     101.526160     107.692477
     62900     234.076370     100.608491     106.404911
     62925     235.201037     100.608491     106.081886
     62950     236.875606     103.017606     106.264709
     62975     239.758970     101.979353     107.213180
     63000     243.531860      99.284232     109.328265
     63025     235.787134      98.588643     111.566978
     63050     241.655048      97.893234     111.236388
     63075     244.930660      96.886678     111.346384
     63100     258.831264      95.178457     110.895908
     63125     250.804016      95.183414     109.106355
     63150     253.791150     101.520289     107.755161
     63175     251.704798     102.485250     104.454299
     63200     241.877297      98.793351     103.849553
     63225     242.751927     100.158890     104.791919
     63250     237.194629     100.826162     102.693461
     63275     229.606694     101.402174     101.978577
     63300     247.434738     102.551520     101.487574
     63325     245.559320     103.704237     101.345774
     63350     237.347619     102.660912     100.761913
     63375     241.697820     102.799263     100.094860
     63400     238.818469      99.865784     100.407985
     63425     239.527671      98.443217     104.881582
     63450     234.630429      95.915171     102.662821
     63475     238.294512      97.784940     104.174488
     63500     236.325581     101.273193     100.200764
     63525     236.551640      98.212400     100.527701
     63550     229.653186      98.241242      98.087408
     63575     240.704285     100.416816      98.444478
     63600     231.141766      99.874047      99.558309
     63625     232.047831      99.837391      99.388511
     63650     228.712046      98.836309      99.671452
     63675     233.604372      98.993808     102.061533
     63700     232.110361      98.881901     102.494250
     63725     229.790255     100.359349     101.952996
     63750     228.309428      99.922407      99.274659
     63775     229.424290      96.027921     102.010506
     63800     229.650153      98.416983     100.363564
     63825     217.021232      98.027629     102.170560
     63850     212.793690      96.641788     102.460803
     63875     225.720204      98.071073     102.200135
     63900     230.722461      96.261717     106.262644
     63925     211.036404      96.418520     104.336619
     63950     216.692692      95.963882     105.229110
     63975     213.640831      96.842011     105.192051
     64000     213.826296      98.456825     104.491673
     64025     210.837062      99.303767     104.936700
     64050     226.169737      95.972947     105.808657
     64075     244.052727      95.864395     106.596052
     64100     240.053785      96.796606     107.866634
     64125     246.180876      97.770844     106.877490
     64150     241.290694      97.267375     105.529170
     64175     247.222827      98.730242     106.185064
     64200     245.213906      94.697259     105.731872
     64225     237.652601      94.391058     104.510852
     64250     234.977905      94.568108     101.857409
     64275     244.692636      97.414185     102.691387
     64300     244.848491      96.523030     100.485944
     64325     242.482689      95.075362     102.889370
     64350     240.435975      95.795338      99.887322
     64375     245.018410      96.373617     101.340254
     64400     250.582928      96.089461     101.685899
     64425     254.551003      95.279221     102.063317
     64450     255.922718      96.010896     100.339192
     64475     265.715572      95.721768     102.449279
     64500     250.535392      97.675071     101.654718
     64525     245.249613      97.447061     102.399694
     64550     240.631973      98.567530     100.903030
     64575     237.576770     100.201238      97.236179
     64600     242.533456      99.905923      98.038773
     64625     246.037021     101.330778      99.691811
     64650     247.556834      99.880173     101.861763
     64675     259.715848     101.730648     103.255326
     64700     250.886024     102.712122     103.585177
     64725     250.455679     103.401442     104.436415
     64750     258.791992     103.416581     103.347280
     64775     260.671596     100.514737     102.546768
     64800     247.575087      99.288240     102.758527
     64825     247.299893     100.223378     102.481544
     64850     251.397396     104.042156     104.367446
     64875     247.303313     102.344840     106.716465
     64900     246.718226      97.183026     108.604765
     64925     241.097449     101.079788     109.081371
     64950     239.814262     102.204515     107.754067
     64975     239.814262     103.408482     107.510154
     65000     244.809019     102.128140     109.923820
     65025     239.421706     104.611467     108.062448
     65050     241.069595     101.211582     105.694598
     65075     232.176200     101.369709     108.083389
     65100     239.687450     107.232107     110.126449
     65125     237.661233     104.591300     110.510083
     65150     234.733874     106.480141     107.682805
     65175     238.424955     104.581666     109.819485
     65200     242.749133     105.395141     108.177169
     65225     251.485288     100.333796     107.209717
     65250     247.196960     101.011082     107.054982
     65275     241.471404     103.344682     105.229115
     65300     248.450858     102.513797     104.668728
     65325     236.058894     101.699034     104.728158
     65350     254.140161     102.526646     104.529582
     65375     248.155073      97.567182     105.201660
     65400     244.965868      97.427447     109.283974
     65425     252.972859     100.671122     111.191246
     65450     260.745698     101.278464     110.764351
     65475     260.749690     102.848940     109.350925
     65500     259.593500     104.984585     113.510423
     65525     264.394281     102.784044     113.252947
     65550     270.020156     100.877749     113.855153
     65575     276.617793     101.344215     114.681049
     65600     287.098908     102.225340     112.739701
     65625     277.522898     106.386701     113.277837
     65650     265.202993     104.762132     112.582712
     65675     268.404852     104.597904     115.831765
     65700     271.222867     106.952913     117.782820
     65725     268.326194     108.395697     121.040510
     65750     266.029570     107.029241     120.912600
     65775     266.202701     107.029241     119.116860
     65800     265.328797     108.190846     118.687377
     65825     251.909197     111.005657     119.841128
     65850     254.840680     112.010506     121.868492
     65875     275.795945     112.094748     122.610790
     65900     264.061362     112.190739     124.747705
     65925     263.469115     110.358911     121.411003
     65950     261.017165     109.488836     121.728361
     65975     261.587164     107.927322     121.369089
     66000     255.179364     106.078970     120.185515
     66025     248.569715     108.339493     122.336133
     66050     249.373462     108.632392     125.008821
     66075     260.936571     108.294121     128.629880
     66100     251.774787     106.679026     128.104282
     66125     248.553524     105.432259     128.290103
     66150     250.052606     104.768200     127.593129
     66175     260.605482     108.149128     120.236699
     66200     266.342039     109.933909     118.434465
     66225     288.033679     108.657473     118.993290
     66250     279.984648     105.470449     122.817136
     66275     278.139086     106.534701     120.628596
     66300     278.541587     107.327276     117.246088
     66325     284.465765     105.196644     120.325444
     66350     272.916761     104.731146     118.109609
     66375     265.873040     106.651593     117.717972
     66400     266.145565     106.654362     117.796503
     66425     263.371965     107.746316     116.882595
     66450     268.430311     104.265203     121.634327
     66475     268.533288     102.995860     122.388319
     66500     268.557682      99.703252     123.597325
     66525     265.813542      99.047831     121.163871
     66550     259.817510      96.470077     118.789543
     66575     262.357013     101.178953     117.429841
     66600     253.602251     102.797100     115.383263
     66625     269.707244     102.396862     115.383263
     66650     260.797760     104.462791     116.330099
     66675     267.081241     102.662652     115.517833
     66700     268.137605     101.903586     112.965288
     66725     270.503862     104.068968     117.573614
     66750     270.503862     105.309291     116.839299
     66775     270.646645     100.075376     116.805328
     66800     272.873811      99.505092     115.236166
     66825     279.410910      99.892385     118.149375
     66850     266.525945      98.274915     117.890650
     66875     275.834288     100.708670     117.860171
     66900     266.525617     100.893697     117.575817
     66925     271.887161     100.622576     118.282154
     66950     273.963181     100.440750     114.470438
     66975     275.362134      99.812871     119.220792
     67000     264.698280      99.152320     118.953938
     67025     266.154345     101.545465     120.059125
     67050     267.242830     104.875991     119.049659
     67075     268.571519     100.845963     116.810051
     67100     273.825679     102.217084     115.733989
     67125     276.765749     102.877784     117.492112
     67150     260.529441     102.305191     120.225148
     67175     263.335609     103.383153     120.360357
     67200     270.379244     102.622734     120.428030
     67225     275.918596     102.596891     120.061275
     67250     267.840641      99.634976     118.482917
     67275     271.375330     100.567536     117.492350
     67300     270.852815     100.895457     116.733559
     67325     249.062536     102.522593     115.979361
     67350     249.007317     101.902251     119.443886
     67375     256.033381      99.887566     115.697259
     67400     257.385442      99.899044     115.697259
     67425     258.574733      99.697171     110.353519
     67450     249.313990     100.096781     113.489739
     67475     246.929550      97.229784     113.902054
     67500     250.591488     100.297112     115.041474
     67525     250.060535      96.645231     117.476956
     67550     235.563824      94.092150     114.816164
     67575     239.263529      93.441939     112.375182
     67600     243.905884      92.194719     108.364863
     67625     271.755004      94.826660     110.354120
     67650     272.188498      94.707780     110.590033
     67675     260.957783      96.157836     111.911246
     67700     258.871041      96.275308     115.184400
     67725     250.846277      98.142143     116.231613
     67750     246.948282      98.834192     114.270477
     67775     243.024966      99.306599     113.061474
     67800     235.657699      98.807391     113.081419
     67825     237.976943      97.946670     113.304397
     67850     235.375518      99.088677     113.056699
     67875     237.077884      98.371054     111.984013
     67900     237.345614      99.670289     110.814745
     67925     224.805906     100.454605     112.368465
     67950     224.421385     102.880678     115.523196
     67975     219.163674     101.121702     116.966092
     68000     230.028273      99.034478     118.417717
     68025     229.045877      99.634723     118.572388
     68050     221.564094      98.162642     117.661858
     68075     221.856241      99.644470     116.895385
     68100     231.225512      98.169117     115.525239
     68125     223.197090      98.554134     117.449855
     68150     230.492945      99.514641     115.532596
     68175     238.766884      99.160564     115.906760
     68200     238.296087     102.426910     112.537285
     68225     236.026700     102.376559     111.236312
     68250     238.316717     100.723440     112.675122
     68275     235.854818      95.336425     112.330167
     68300     230.549963      97.528880     112.506900
     68325     231.020618      99.738895     110.808232
     68350     238.658440     102.106255     109.918108
