 iteration         deme_1         deme_2         deme_3         deme_4
      8800      11.031114      16.326029      16.875241      23.375506
      8825      11.137362      15.890400      17.526994      22.810559
      8850      12.050042      16.138127      17.451546      23.960714
      8875      12.029351      16.561141      16.270396      21.398798
      8900      12.045627      15.451300      16.623995      22.343521
      8925      12.181882      14.508663      16.345915      22.017987
      8950      11.303573      14.986830      15.827771      20.650380
      8975      12.378316      15.496998      15.581944      21.740068
      9000      12.062540      14.775737      16.386885      23.127256
      9025      11.982310      15.419656      15.739493      25.188805
      9050      12.073237      16.459605      15.350352      22.065779
      9075      12.063776      15.121719      15.569537      21.839637
      9100      11.294620      15.637818      15.661605      24.315308
      9125      12.400991      15.979550      16.718468      25.229087
      9150      11.581783      14.717134      16.787490      23.146981
      9175      10.951066      14.568106      16.280613      21.016874
      9200      11.751093      15.231203      14.991647      22.653389
      9225      11.597312      15.263073      15.632925      23.965636
      9250      12.152328      14.540505      16.083874      21.169173
      9275      11.742948      15.316619      15.821481      21.524954
      9300      11.669518      15.228290      16.275801      23.529486
      9325      11.435703      15.193005      16.043988      22.309321
      9350      11.857510      15.334086      16.337338      22.635681
      9375      11.634776      15.131916      14.501129      21.939052
      9400      11.438067      16.103404      15.027455      21.515197
      9425      11.245327      15.089881      15.747347      21.388777
      9450      11.108353      16.560812      14.853695      20.133748
      9475      11.862534      15.703390      15.763718      21.476596
      9500      11.605659      15.694889      15.515999      22.448784
      9525      10.923335      15.165474      15.209782      23.283807
      9550      12.104185      14.988390      14.882917      21.623752
      9575      11.646285      14.492911      15.796879      20.411328
      9600      11.138683      14.641343      15.253228      21.733350
      9625      10.817895      15.576312      15.091610      23.053988
      9650      11.836565      14.568726      15.223541      21.175255
      9675      11.004323      14.589396      14.671383      21.838033
      9700      11.814046      16.045536      14.671857      21.847874
      9725      11.857107      15.416595      14.593915      23.222450
      9750      12.410294      13.757875      14.749869      21.253030
      9775      11.350821      15.322841      15.113755      21.860764
      9800      12.461589      14.679660      15.769343      22.396420
      9825      11.164147      15.303986      15.351468      23.513619
      9850      11.488806      14.323638      16.361662      22.954916
      9875      11.432121      15.713501      16.867108      23.089442
      9900      11.454558      15.709645      14.769996      22.803693
      9925      12.348244      14.375605      16.616180      24.165557
      9950      11.191986      16.112038      16.218087      22.823051
      9975      11.559961      16.625802      15.642468      22.908655
     10000      11.703551      14.537627      16.823897      21.348207
     10025      12.019547      15.810685      15.025653      24.573241
     10050      11.776237      15.677320      15.653067      24.206502
     10075      11.984149      14.947115      15.564003      23.119545
     10100      11.421355      15.040644      15.334093      22.661407
     10125      11.433366      15.108793      16.205335      20.103177
     10150      11.579013      14.816123      15.256726      22.319560
     10175      11.457690      15.414120      16.655424      21.787039
     10200      11.395057      14.755864      16.041938      22.316181
     10225      11.003790      14.797797      15.085692      23.011546
     10250      11.566382      15.925264      15.819486      24.078456
     10275      11.743618      15.848715      15.635021      22.648984
     10300      11.339526      15.488604      15.571927      21.962170
     10325      12.233962      16.904520      15.985332      22.211464
     10350      11.453864      15.840014      14.943206      22.597750
     10375      11.534081      15.174038      16.829900      22.899449
     10400      12.204392      15.229225      16.830349      23.074463
     10425      11.959677      14.634338      16.117693      22.586787
     10450      11.925242      14.635613      16.919680      22.249695
     10475      12.410420      14.421443      16.660351      22.681453
     10500      11.036232      13.647008      16.324232      21.809900
     10525      12.157028      14.246637      15.889800      23.519961
     10550      12.001439      15.639359      16.298125      23.909258
     10575      11.595517      16.122605      15.664385      26.278862
     10600      11.803760      15.445364      17.580639      22.912653
     10625      11.645904      14.554940      17.068337      21.658664
     10650      11.580455      14.656148      15.972290      25.040186
     10675      10.973371      15.566020      15.547925      23.736940
     10700      11.463745      14.802312      15.932340      23.354836
     10725      11.331943      15.097994      16.858221      22.623495
     10750      11.325285      15.328779      15.247320      23.882309
     10775      12.277268      16.146960      15.237464      26.367945
     10800      11.450408      14.554581      16.706338      22.831153
     10825      11.328820      15.772330      15.472581      24.835874
     10850      11.509502      13.721183      16.240306      22.610556
     10875      11.727997      14.497306      15.826305      23.325880
     10900      12.151642      15.251513      15.859151      23.148494
     10925      11.608247      14.691725      16.190377      23.674744
     10950      11.128567      15.266854      15.796169      23.408883
     10975      11.590826      14.970089      16.530488      23.265533
     11000      11.432756      14.863519      16.094244      23.492536
     11025      11.428394      15.185610      16.581118      22.253780
     11050      11.576779      15.559678      15.177522      23.715982
     11075      11.468196      14.891725      16.141698      22.788419
     11100      11.892753      14.919150      15.497922      22.619784
     11125      11.808237      14.082324      16.278596      23.197071
     11150      11.204957      16.031135      15.598464      23.831164
     11175      11.427938      15.125756      15.810172      21.590599
     11200      11.093114      16.234023      15.330687      21.823882
     11225      12.168842      16.906745      15.355731      21.263765
     11250      12.127971      15.496894      16.242214      20.617188
     11275      11.024692      15.032025      15.112368      22.795406
     11300      12.047712      15.370397      15.476691      20.930649
     11325      12.843941      14.915322      16.416502      21.310245
     11350      11.130678      16.269263      16.910471      22.172528
     11375      11.246025      14.847012      15.701562      23.589916
     11400      11.678401      16.257677      16.221059      23.889370
     11425      11.402606      16.951105      14.989320      22.907977
     11450      11.788178      16.390511      15.028269      23.245572
     11475      11.607975      15.589144      16.022961      22.834956
     11500      11.684543      16.341499      15.794924      22.697624
     11525      11.839115      14.840142      16.132019      23.497624
     11550      12.056039      15.361068      16.285554      21.936151
     11575      10.815980      15.303019      16.700196      24.376520
     11600      11.699906      15.233706      15.624982      22.515717
     11625      12.626759      15.501426      14.592946      21.604752
     11650      11.755615      15.832219      15.938349      24.031964
     11675      11.832097      15.625517      16.591367      23.105463
     11700      10.753402      15.589458      15.463077      23.297568
     11725      12.060777      15.211276      16.644187      21.333087
     11750      11.067902      16.228850      16.643523      23.959674
     11775      12.281575      15.525955      16.306652      20.319883
     11800      12.333438      15.852282      15.732682      22.972641
     11825      11.550783      15.860680      16.245726      21.922053
     11850      11.448971      15.022025      15.464303      24.611000
     11875      11.704166      15.250957      16.351290      24.747414
     11900      11.740684      15.374720      16.976443      22.576462
     11925      11.920502      15.027761      16.390732      23.649228
     11950      11.954378      15.936795      14.934050      23.715813
     11975      11.199891      14.685816      15.186853      22.772317
     12000      11.486971      15.427030      15.949395      21.691481
     12025      11.499256      14.500829      16.637882      23.421675
     12050      10.820675      14.867886      15.683017      23.894341
     12075      11.453415      15.076151      15.053960      23.132988
     12100      11.469928      15.434930      16.493401      21.691936
     12125      12.325430      13.896634      15.488774      22.700028
     12150      11.173787      14.857412      15.671093      22.336101
     12175      11.834446      14.867382      16.250679      21.541875
     12200      11.472414      16.055458      16.082689      21.345845
     12225      11.409773      15.429514      15.686440      21.857580
     12250      11.062548      15.633505      15.800916      21.285779
     12275      11.990804      15.334866      16.393528      22.380481
     12300      11.724449      15.018340      15.872879      22.858943
     12325      12.033708      15.146762      16.418197      21.325404
     12350      11.743832      15.800665      16.289996      21.771910
     12375      10.957848      15.427596      15.826245      22.748610
     12400      12.035097      16.379000      16.375279      23.006691
     12425      12.404704      15.075108      16.049818      21.775086
     12450      11.727681      15.976698      15.359593      22.360957
     12475      11.391201      15.271466      15.176174      22.129035
     12500      11.400712      15.473829      15.485799      23.746198
     12525      11.463811      16.311004      16.109129      23.490857
     12550      11.632339      14.937757      15.905284      23.769041
     12575      11.455633      14.512808      15.199889      24.777954
     12600      11.593592      14.779128      16.907336      22.361225
     12625      11.270161      14.189611      15.884189      22.690988
     12650      11.477898      14.368301      15.941649      22.497623
     12675      12.239541      15.138327      15.483685      22.688189
     12700      11.368343      15.266684      15.475681      21.919636
     12725      11.742478      15.310415      16.635310      21.434700
     12750      12.441331      15.921906      15.410393      20.799833
     12775      12.860118      15.561825      15.768587      23.484484
     12800      11.194778      15.373362      16.407085      23.134433
     12825      12.235503      15.041856      15.611946      23.324244
     12850      12.319124      15.059436      15.959154      24.696152
     12875      11.651406      15.111818      15.843205      23.018698
     12900      12.454369      15.700611      16.101041      22.877416
     12925      11.580894      15.413602      16.478089      22.795124
     12950      11.570927      15.247998      15.922173      23.259133
     12975      12.052045      15.299712      15.838810      22.527306
     13000      12.564187      14.930041      15.832193      24.313717
     13025      12.191934      14.789657      15.563726      24.099782
     13050      12.220223      14.885574      16.483479      22.552393
     13075      11.976726      15.444752      15.332514      23.004761
     13100      11.507494      15.280609      16.496254      23.915463
     13125      12.045570      15.709673      15.890448      22.847254
     13150      10.944544      15.931929      16.047423      23.433064
     13175      12.299892      15.008803      15.591203      22.094779
     13200      12.205901      15.765072      15.125712      22.708081
     13225      12.212768      15.506999      16.007575      23.637285
     13250      12.140794      15.204485      17.222294      23.396203
     13275      11.827143      15.197038      17.073104      21.534310
     13300      11.545043      15.439139      17.161805      22.693681
     13325      12.042895      15.436553      16.662848      22.312463
     13350      11.916423      16.130323      16.251308      23.103957
     13375      11.682510      16.552366      15.498401      23.061331
     13400      11.508760      15.253958      16.876399      23.610804
     13425      11.818463      14.677795      15.195876      23.065766
     13450      11.198540      15.301153      15.724589      22.682255
     13475      11.509314      16.204141      15.209017      25.647380
     13500      11.442790      15.847934      16.118451      21.506314
     13525      12.248265      14.835793      16.306283      21.659947
     13550      11.453443      14.764886      15.285297      22.431896
     13575      11.699847      15.699131      16.486120      22.318273
     13600      11.136682      14.463970      15.632295      22.786106
     13625      11.225411      15.145855      16.518640      23.998145
     13650      11.100335      17.057849      16.616679      24.637946
     13675      11.747318      15.792960      16.715232      25.605315
     13700      11.434633      16.594991      16.327018      22.907704
     13725      11.505275      15.542105      15.266990      22.518747
     13750      11.967924      15.190120      15.873198      23.464929
     13775      11.648547      14.142959      16.776729      23.204149
     13800      11.460050      15.614010      16.364219      21.274769
     13825      11.594794      14.173076      17.201777      20.931295
     13850      11.134940      15.262729      15.605806      23.281725
     13875      11.186986      14.965187      16.553877      23.553501
     13900      11.084380      16.249958      15.159706      21.863829
     13925      11.583315      15.509981      16.763659      21.946460
     13950      11.248768      14.844919      16.797804      21.343280
     13975      11.077619      15.404254      17.835953      24.045105
     14000      10.486298      15.185194      16.148829      23.538211
     14025      11.458228      14.542427      14.827184      21.557048
     14050      11.444615      14.830911      15.220279      22.891430
     14075      11.508077      14.950438      15.587093      22.865207
     14100      11.432525      14.044555      15.161763      22.641877
     14125      11.461021      15.070995      16.744350      23.657108
     14150      12.182472      16.806128      15.711452      23.064191
     14175      11.085986      14.749796      16.248964      19.234244
     14200      11.476733      15.297730      15.401474      21.615889
     14225      11.242652      14.866034      16.720649      21.690497
     14250      12.007435      15.501745      16.447346      22.097760
     14275      11.248445      15.880181      15.853591      21.482601
     14300      12.031153      14.999463      15.999556      22.516709
     14325      11.272840      14.366484      14.792506      22.178139
     14350      12.148328      16.498671      15.664345      21.285107
     14375      10.953775      15.466640      16.353659      20.436461
     14400      11.682150      15.896180      14.453981      21.836358
     14425      11.273332      15.108916      15.909621      20.566617
     14450      10.920883      15.995238      16.370995      21.886429
     14475      11.200385      15.738956      15.131782      23.481178
     14500      11.226265      15.557392      16.465539      21.914742
     14525      11.369817      13.936192      15.563574      24.441027
     14550      11.424977      14.752131      16.848072      23.959647
     14575      11.716865      15.562034      16.653457      21.092033
     14600      11.152581      15.139678      15.191676      21.814528
     14625      11.447289      14.691298      15.875072      22.140126
     14650      11.391273      15.606456      16.131346      21.399620
     14675      12.109617      14.939357      15.266847      21.916260
     14700      11.718323      13.902301      16.869168      21.140863
     14725      11.349870      14.683477      16.774611      21.882567
     14750      11.861410      14.604066      16.099077      22.712509
     14775      11.149915      14.902792      14.862377      24.398396
     14800      11.318959      16.373205      15.430884      23.469550
     14825      11.441250      15.828913      15.742944      23.589318
     14850      11.112294      15.110581      15.678529      22.224360
     14875      11.475319      16.692220      16.545027      22.659044
     14900      11.953661      14.776848      16.246035      22.245965
     14925      11.567734      14.881828      15.535731      23.645867
     14950      11.464395      15.141578      15.768495      21.422047
     14975      10.599274      15.128973      16.033493      21.781769
     15000      11.088030      15.186400      16.481546      23.955942
     15025      11.118424      14.724808      15.819022      23.435653
     15050      11.831254      15.593420      15.047840      22.055948
     15075      11.480596      15.018370      17.120764      24.819662
     15100      12.239134      14.501363      14.468063      22.516838
     15125      10.814499      15.611352      15.905042      21.670187
     15150      11.314203      15.963256      15.048760      23.306744
     15175      10.699866      15.774894      16.716612      21.662999
     15200      11.507636      15.173977      15.573296      20.144428
     15225      11.127071      15.937460      15.365286      21.823983
     15250      11.124027      14.968729      16.159446      23.837446
     15275      11.368263      14.909637      14.849846      21.966456
     15300      11.454168      15.061342      16.945255      22.526766
     15325      10.975856      16.258111      15.372583      24.050086
     15350      10.981469      15.327698      15.027816      22.825956
     15375      12.140647      13.986769      16.414508      20.312133
     15400      11.144983      15.592217      16.899376      22.016348
     15425      10.941628      14.743728      15.840765      22.758755
     15450      11.759224      15.036859      14.816469      24.761963
     15475      12.187904      15.838575      15.116054      22.366548
     15500      12.105726      15.166614      14.446909      22.563195
     15525      12.631094      15.914750      15.857269      22.230332
     15550      11.001492      15.388543      16.553015      23.846313
     15575      11.569472      15.375937      15.472096      22.703208
     15600      11.510657      15.030932      14.457394      24.256213
     15625      11.471150      15.294447      15.700722      23.976898
     15650      11.433601      15.758731      15.205705      21.195066
     15675      12.005362      14.362074      15.623248      25.296287
     15700      12.053772      13.883222      15.988772      23.064234
     15725      11.100059      14.178351      16.757142      22.888882
     15750      11.890535      15.887795      16.441466      22.213323
     15775      11.508082      16.211564      15.328423      21.960540
     15800      10.732113      14.845421      16.494554      23.158593
     15825      11.025328      14.187575      15.605996      23.118615
     15850      11.422914      15.076057      15.463393      23.548263
     15875      11.384477      14.410792      16.311915      23.991858
     15900      11.435912      15.886811      16.360520      23.234506
     15925      11.308981      14.683680      15.074791      22.372791
     15950      12.352251      15.321305      15.255944      21.189784
     15975      11.257539      14.626942      16.868613      22.733403
     16000      10.671371      15.210192      17.449387      23.312221
     16025      11.230573      15.780526      16.544994      22.303373
     16050      11.372620      15.970248      16.503903      21.574561
     16075      12.151893      14.733565      16.666580      21.824535
     16100      12.343148      15.461803      16.388886      23.515300
     16125      11.414214      15.875291      16.062194      21.840507
     16150      11.845999      15.672806      15.375531      23.228534
     16175      11.810324      16.105111      17.165230      22.470698
     16200      12.756967      15.433193      17.379872      22.698183
     16225      11.957766      14.515165      16.311125      24.613398
     16250      11.209593      15.423999      16.377267      21.550150
     16275      11.646966      15.618714      16.702258      23.259906
     16300      11.626899      15.114885      15.943180      22.519923
     16325      11.824821      15.538849      15.251501      22.146953
     16350      11.137096      15.496428      16.470722      22.416479
     16375      12.762163      15.948741      17.692134      23.584924
     16400      11.338413      15.907119      15.063328      22.023156
     16425      12.345134      15.208981      16.183852      22.167139
     16450      11.982946      15.954780      16.163219      23.762090
     16475      11.999368      14.851223      16.081185      21.088277
     16500      11.682400      15.331428      15.838170      23.425037
     16525      11.865140      16.601441      15.452095      22.502892
     16550      11.377136      15.094949      16.682434      22.817295
     16575      11.680012      16.446861      16.659071      23.963279
     16600      12.132053      15.948717      17.038984      21.709264
     16625      12.079559      15.616225      17.676120      22.525309
     16650      11.692586      15.649648      16.883360      24.423480
     16675      12.053238      15.920341      16.692643      23.559927
     16700      12.337817      16.799244      15.865031      23.328078
     16725      12.113090      15.176152      16.347541      22.294968
     16750      11.390484      15.108720      16.303633      21.228297
     16775      12.031384      15.029482      16.419314      23.123363
     16800      11.588529      14.938238      16.780040      23.185783
     16825      12.066006      15.203669      15.770288      21.566785
     16850      12.342530      14.334972      16.972828      24.105771
     16875      11.578602      14.936355      16.170821      21.598712
     16900      11.807147      16.658202      15.898837      24.406313
     16925      11.771080      15.654835      17.445813      23.521304
     16950      12.232950      15.586835      16.192018      21.880157
     16975      12.311942      15.511149      15.377964      22.762736
     17000      11.586500      15.526269      16.088397      23.134506
     17025      11.656694      15.508520      15.228921      22.982575
     17050      12.272995      15.125119      16.217383      24.613966
     17075      11.940790      13.932780      16.121976      23.316326
     17100      12.287957      15.270198      14.870596      22.849388
     17125      12.019245      16.060794      14.579535      23.462139
     17150      11.357002      14.979557      16.336687      23.592115
     17175      11.756741      14.992735      16.320760      24.509195
     17200      11.648644      16.463315      16.096838      23.407097
     17225      11.321645      15.519641      16.425829      22.661489
     17250      11.828826      16.110732      16.488287      24.100836
     17275      12.359171      15.467604      15.978361      21.985614
     17300      11.986315      15.392643      17.119869      24.906779
     17325      11.701854      14.663788      16.133467      23.601366
     17350      12.063554      15.088504      16.317222      24.290826
     17375      12.409212      14.808681      16.924709      25.612192
     17400      12.335201      14.979422      17.223233      22.994257
     17425      12.020825      16.436736      17.636393      22.246788
     17450      12.429446      15.249479      16.904678      23.449835
     17475      12.210675      15.444583      16.483880      23.993824
     17500      12.145426      16.182282      16.355384      22.371882
     17525      12.367971      14.895339      15.281119      22.665681
     17550      12.058540      15.035384      15.965123      23.731998
     17575      12.476441      14.677560      16.146015      21.839555
     17600      11.926522      14.777301      14.756731      22.517640
     17625      12.213240      16.021293      16.037343      23.067802
     17650      12.113605      15.439027      16.510366      23.695757
     17675      11.726189      16.591187      15.554483      22.919506
     17700      11.896578      15.996359      15.953530      22.054629
     17725      11.618507      15.527881      15.534446      23.476951
     17750      12.607892      14.674460      16.963035      24.055745
     17775      11.062379      14.310640      16.949574      24.236608
     17800      12.062547      15.437918      16.563321      22.112991
     17825      12.067084      15.528049      16.047091      22.716428
     17850      10.947228      15.771107      17.132628      23.283711
     17875      11.871775      14.874553      16.256246      23.208731
     17900      12.039999      15.690883      16.721152      22.919348
     17925      12.054164      15.822212      17.507889      22.985200
     17950      11.195733      15.553007      16.245946      25.500430
     17975      11.361336      15.580454      16.393030      24.541219
     18000      11.331287      16.162503      16.671692      23.163578
     18025      11.451458      15.283994      16.660540      24.352038
     18050      11.662402      13.708183      15.621469      21.748324
     18075      11.870169      15.103906      16.014629      22.357949
     18100      11.667185      15.722250      15.744211      21.320326
     18125      11.993404      15.608217      16.368011      21.533228
     18150      12.333897      16.539090      16.176663      21.604001
     18175      12.478396      15.508953      16.341053      24.167676
     18200      12.628069      15.494930      15.682898      23.732199
     18225      11.376104      16.174364      16.811245      22.445806
     18250      12.188008      15.863019      17.394689      23.772269
     18275      12.593254      15.604068      15.225251      22.804086
     18300      12.238440      14.874663      15.898346      23.802379
     18325      11.838235      16.078868      15.455422      22.368618
     18350      11.846153      17.086584      17.345371      22.255730
     18375      12.167918      15.917972      17.290037      22.424710
     18400      11.658955      16.522985      16.275532      22.285042
     18425      12.989373      15.202804      16.227736      23.811235
     18450      12.486368      15.190035      15.305724      23.978370
     18475      11.877734      15.114864      15.670420      22.474545
     18500      11.212783      14.633534      15.742546      25.059910
     18525      11.769469      16.727020      14.993615      21.389440
     18550      11.674730      16.508194      16.718462      22.937212
     18575      11.516232      15.483433      16.761978      24.497353
     18600      11.397352      15.002883      16.611322      23.278213
     18625      11.550159      15.478730      16.081299      21.882724
     18650      12.009546      15.773771      15.702899      22.088507
     18675      11.589417      15.051513      16.042842      23.423656
     18700      12.192313      14.808303      16.196441      23.489163
     18725      12.101730      15.601408      16.700602      22.524065
     18750      11.964464      15.750934      16.687163      25.058556
     18775      11.837170      15.239715      15.998750      24.531052
     18800      12.024544      15.746165      15.557971      22.503210
     18825      11.520236      15.361062      15.377561      24.312903
     18850      11.632614      16.141590      17.519194      21.690643
     18875      10.916833      16.135150      17.798989      23.607021
     18900      12.474026      14.944650      15.410391      22.434068
     18925      11.680165      16.773781      15.920658      22.482020
     18950      11.510252      15.510348      16.364031      22.112598
     18975      12.398524      14.756842      15.536232      24.078497
     19000      11.182052      15.343988      15.205583      23.364352
     19025      10.830986      17.301200      15.245573      24.788715
     19050      11.832177      17.251281      16.415653      22.417227
     19075      11.534783      15.018749      16.026845      21.961946
     19100      11.885885      15.380090      15.762586      23.576815
     19125      11.892373      15.315941      15.210640      21.858165
     19150      11.875146      15.785213      15.294921      23.211939
     19175      11.599095      15.027799      15.626948      23.738397
     19200      11.144287      15.648785      15.976167      21.095775
     19225      11.665256      15.231801      16.344196      22.522880
     19250      11.944568      14.308383      15.994660      21.768255
     19275      11.714530      14.735176      17.110094      23.045083
     19300      11.825624      15.000059      16.315561      23.881292
     19325      12.602331      15.569999      16.480522      21.691796
     19350      12.024337      16.121724      16.444990      22.958703
     19375      12.239100      16.700661      16.768714      25.084236
     19400      12.038727      14.530908      15.920544      21.815430
     19425      11.266685      15.772710      15.514929      22.463425
     19450      11.769686      15.643090      16.192058      25.417917
     19475      12.455660      15.279016      17.195116      24.674888
     19500      11.921433      16.120934      16.317736      24.328454
     19525      12.068815      16.684069      15.931142      25.208668
