   locus      deme_1      deme_2      deme_3      deme_4
     144    0.465000    0.493000    0.553000    0.483000
     145    0.451000    0.525000    0.552000    0.501000
     146    0.435000    0.557000    0.528000    0.475000
     147    0.488000    0.444000    0.554000    0.515000
     148    0.467000    0.511000    0.539000    0.497000
     149    0.513000    0.521000    0.485000    0.456000
     150    0.511000    0.478000    0.453000    0.520000
     151    0.515000    0.471000    0.458000    0.519000
     152    0.548000    0.499000    0.488000    0.497000
     153    0.472000    0.488000    0.508000    0.489000
     154    0.522000    0.432000    0.484000    0.563000
     155    0.506000    0.551000    0.477000    0.488000
     156    0.485000    0.512000    0.532000    0.496000
     157    0.526000    0.466000    0.511000    0.527000
     158    0.486000    0.467000    0.495000    0.557000
     159    0.542000    0.451000    0.495000    0.535000
     160    0.552000    0.440000    0.483000    0.515000
     161    0.512000    0.520000    0.493000    0.496000
     162    0.451000    0.496000    0.483000    0.479000
     163    0.571000    0.447000    0.505000    0.543000
     164    0.561000    0.406000    0.531000    0.519000
     165    0.524000    0.566000    0.486000    0.512000
     166    0.507000    0.522000    0.460000    0.478000
     167    0.516000    0.534000    0.521000    0.461000
     168    0.488000    0.501000    0.495000    0.479000
     169    0.474000    0.508000    0.502000    0.515000
     170    0.432000    0.526000    0.521000    0.503000
     171    0.564000    0.494000    0.452000    0.467000
     172    0.499000    0.452000    0.456000    0.563000
     173    0.460000    0.592000    0.454000    0.486000
     174    0.473000    0.461000    0.510000    0.518000
     175    0.531000    0.477000    0.522000    0.471000
     176    0.466000    0.586000    0.482000    0.450000
     177    0.549000    0.560000    0.520000    0.509000
     178    0.455000    0.507000    0.497000    0.502000
     179    0.464000    0.536000    0.451000    0.477000
     180    0.540000    0.451000    0.475000    0.517000
     181    0.474000    0.491000    0.502000    0.458000
     182    0.511000    0.501000    0.519000    0.464000
     183    0.508000    0.473000    0.543000    0.468000
     184    0.580000    0.403000    0.550000    0.491000
     185    0.525000    0.491000    0.457000    0.438000
     186    0.543000    0.500000    0.476000    0.488000
     187    0.484000    0.509000    0.506000    0.498000
     188    0.473000    0.502000    0.491000    0.471000
     189    0.574000    0.404000    0.559000    0.530000
     190    0.487000    0.505000    0.473000    0.454000
     191    0.414000    0.619000    0.464000    0.481000
     192    0.466000    0.514000    0.480000    0.507000
     193    0.430000    0.525000    0.457000    0.491000
     194    0.486000    0.501000    0.497000    0.497000
     195    0.456000    0.531000    0.470000    0.463000
     196    0.543000    0.459000    0.513000    0.487000
     197    0.518000    0.489000    0.556000    0.477000
     198    0.537000    0.486000    0.495000    0.452000
     199    0.515000    0.448000    0.538000    0.458000
     200    0.498000    0.515000    0.494000    0.488000
     201    0.427000    0.520000    0.472000    0.531000
     202    0.600000    0.511000    0.529000    0.479000
     203    0.579000    0.516000    0.537000    0.509000
     204    0.510000    0.500000    0.461000    0.493000
     205    0.445000    0.555000    0.468000    0.501000
     206    0.451000    0.534000    0.508000    0.518000
     207    0.437000    0.537000    0.507000    0.525000
     208    0.511000    0.502000    0.468000    0.503000
     209    0.479000    0.531000    0.454000    0.518000
     210    0.411000    0.562000    0.444000    0.531000
     211    0.576000    0.460000    0.499000    0.495000
     212    0.477000    0.440000    0.589000    0.469000
     213    0.550000    0.470000    0.496000    0.495000
     214    0.501000    0.482000    0.519000    0.489000
     215    0.523000    0.482000    0.458000    0.524000
     216    0.456000    0.499000    0.493000    0.458000
     217    0.366000    0.541000    0.583000    0.478000
     218    0.524000    0.477000    0.489000    0.480000
     219    0.513000    0.483000    0.490000    0.484000
     220    0.530000    0.497000    0.467000    0.497000
     221    0.432000    0.460000    0.631000    0.485000
     222    0.490000    0.530000    0.549000    0.517000
     223    0.473000    0.475000    0.501000    0.509000
     224    0.441000    0.556000    0.546000    0.499000
     225    0.472000    0.506000    0.562000    0.526000
     226    0.524000    0.489000    0.472000    0.517000
     227    0.513000    0.464000    0.445000    0.492000
     228    0.504000    0.473000    0.518000    0.529000
     229    0.400000    0.503000    0.618000    0.470000
     230    0.521000    0.500000    0.441000    0.502000
     231    0.484000    0.529000    0.525000    0.543000
     232    0.492000    0.497000    0.539000    0.530000
     233    0.539000    0.499000    0.453000    0.488000
     234    0.401000    0.507000    0.581000    0.515000
     235    0.527000    0.469000    0.484000    0.481000
     236    0.438000    0.502000    0.544000    0.521000
     237    0.532000    0.462000    0.468000    0.507000
     238    0.560000    0.528000    0.454000    0.470000
     239    0.487000    0.516000    0.478000    0.473000
     240    0.431000    0.439000    0.649000    0.465000
     241    0.511000    0.483000    0.528000    0.494000
     242    0.478000    0.490000    0.454000    0.486000
     243    0.523000    0.444000    0.508000    0.522000
     244    0.446000    0.492000    0.606000    0.442000
     245    0.543000    0.506000    0.517000    0.501000
     246    0.539000    0.505000    0.542000    0.491000
     247    0.499000    0.499000    0.531000    0.489000
     248    0.463000    0.514000    0.503000    0.500000
     249    0.453000    0.472000    0.608000    0.478000
     250    0.501000    0.475000    0.455000    0.503000
     251    0.450000    0.465000    0.561000    0.503000
     252    0.512000    0.467000    0.460000    0.487000
     253    0.527000    0.564000    0.498000    0.442000
     254    0.502000    0.526000    0.469000    0.448000
     255    0.444000    0.536000    0.495000    0.537000
     256    0.586000    0.458000    0.492000    0.539000
     257    0.477000    0.495000    0.483000    0.468000
     258    0.523000    0.463000    0.491000    0.448000
     259    0.508000    0.612000    0.456000    0.478000
     260    0.504000    0.529000    0.512000    0.487000
     261    0.541000    0.449000    0.482000    0.545000
     262    0.573000    0.522000    0.410000    0.531000
     263    0.443000    0.478000    0.583000    0.497000
     264    0.458000    0.594000    0.465000    0.500000
     265    0.489000    0.474000    0.578000    0.512000
     266    0.503000    0.489000    0.470000    0.489000
     267    0.538000    0.536000    0.426000    0.492000
     268    0.519000    0.629000    0.427000    0.496000
     269    0.523000    0.531000    0.452000    0.500000
     270    0.435000    0.494000    0.601000    0.443000
     271    0.507000    0.594000    0.436000    0.503000
     272    0.499000    0.545000    0.466000    0.529000
     273    0.520000    0.552000    0.463000    0.511000
     274    0.458000    0.474000    0.622000    0.478000
     275    0.513000    0.527000    0.467000    0.518000
     276    0.467000    0.472000    0.582000    0.472000
     277    0.498000    0.564000    0.425000    0.474000
     278    0.460000    0.501000    0.495000    0.508000
     279    0.490000    0.462000    0.608000    0.463000
     280    0.482000    0.500000    0.477000    0.516000
     281    0.502000    0.461000    0.514000    0.496000
     282    0.557000    0.473000    0.496000    0.461000
     283    0.480000    0.496000    0.520000    0.499000
     284    0.499000    0.539000    0.523000    0.509000
     285    0.538000    0.444000    0.502000    0.488000
     286    0.464000    0.524000    0.470000    0.523000
     287    0.537000    0.512000    0.416000    0.493000
     288    0.487000    0.554000    0.483000    0.455000
     289    0.466000    0.478000    0.584000    0.470000
     290    0.527000    0.505000    0.536000    0.458000
     291    0.522000    0.491000    0.453000    0.478000
     292    0.486000    0.470000    0.527000    0.466000
     293    0.463000    0.628000    0.424000    0.514000
     294    0.538000    0.464000    0.549000    0.525000
     295    0.494000    0.554000    0.434000    0.519000
     296    0.516000    0.530000    0.441000    0.529000
     297    0.495000    0.450000    0.500000    0.525000
     298    0.440000    0.614000    0.420000    0.533000
     299    0.526000    0.447000    0.504000    0.498000
     300    0.528000    0.589000    0.399000    0.550000
     301    0.459000    0.594000    0.432000    0.479000
     302    0.581000    0.458000    0.467000    0.496000
     303    0.527000    0.575000    0.419000    0.519000
     304    0.529000    0.578000    0.399000    0.513000
     305    0.540000    0.575000    0.415000    0.515000
     306    0.503000    0.484000    0.542000    0.494000
     307    0.487000    0.464000    0.498000    0.496000
     308    0.530000    0.556000    0.484000    0.547000
     309    0.475000    0.480000    0.560000    0.489000
     310    0.496000    0.485000    0.557000    0.462000
     311    0.501000    0.472000    0.467000    0.498000
     312    0.482000    0.460000    0.459000    0.522000
     313    0.505000    0.495000    0.480000    0.543000
     314    0.488000    0.487000    0.488000    0.474000
     315    0.536000    0.440000    0.459000    0.523000
     316    0.522000    0.454000    0.459000    0.535000
     317    0.458000    0.464000    0.489000    0.554000
     318    0.453000    0.486000    0.498000    0.527000
     319    0.498000    0.561000    0.535000    0.462000
     320    0.494000    0.464000    0.628000    0.421000
     321    0.564000    0.552000    0.577000    0.404000
     322    0.523000    0.535000    0.524000    0.505000
     323    0.512000    0.450000    0.479000    0.545000
     324    0.550000    0.468000    0.451000    0.496000
     325    0.532000    0.500000    0.589000    0.408000
     326    0.566000    0.515000    0.567000    0.423000
     327    0.530000    0.557000    0.573000    0.483000
     328    0.472000    0.507000    0.462000    0.516000
     329    0.593000    0.580000    0.443000    0.458000
     330    0.467000    0.474000    0.487000    0.533000
     331    0.473000    0.477000    0.451000    0.544000
     332    0.478000    0.464000    0.635000    0.385000
     333    0.481000    0.476000    0.494000    0.504000
     334    0.442000    0.487000    0.648000    0.481000
     335    0.619000    0.558000    0.362000    0.583000
     336    0.389000    0.467000    0.550000    0.587000
     337    0.508000    0.544000    0.437000    0.508000
     338    0.505000    0.517000    0.462000    0.464000
     339    0.408000    0.516000    0.503000    0.484000
     340    0.458000    0.456000    0.557000    0.514000
     341    0.490000    0.510000    0.483000    0.550000
     342    0.464000    0.477000    0.581000    0.467000
     343    0.455000    0.463000    0.502000    0.543000
     344    0.541000    0.552000    0.509000    0.463000
     345    0.540000    0.483000    0.513000    0.461000
     346    0.560000    0.484000    0.506000    0.442000
     347    0.481000    0.531000    0.497000    0.535000
     348    0.516000    0.496000    0.553000    0.444000
     349    0.470000    0.494000    0.503000    0.548000
     350    0.591000    0.511000    0.516000    0.443000
     351    0.450000    0.476000    0.498000    0.527000
     352    0.544000    0.575000    0.441000    0.458000
     353    0.458000    0.478000    0.579000    0.494000
     354    0.542000    0.568000    0.460000    0.485000
     355    0.415000    0.512000    0.476000    0.541000
     356    0.468000    0.458000    0.533000    0.499000
     357    0.464000    0.464000    0.592000    0.501000
     358    0.467000    0.458000    0.518000    0.479000
     359    0.472000    0.481000    0.568000    0.493000
     360    0.418000    0.546000    0.454000    0.593000
     361    0.501000    0.444000    0.580000    0.491000
     362    0.536000    0.485000    0.505000    0.511000
     363    0.457000    0.515000    0.442000    0.573000
     364    0.480000    0.487000    0.478000    0.500000
     365    0.489000    0.447000    0.524000    0.518000
     366    0.596000    0.489000    0.524000    0.502000
     367    0.565000    0.530000    0.520000    0.473000
     368    0.471000    0.458000    0.529000    0.483000
     369    0.496000    0.473000    0.505000    0.492000
     370    0.477000    0.480000    0.492000    0.490000
     371    0.471000    0.553000    0.524000    0.452000
     372    0.609000    0.490000    0.488000    0.489000
     373    0.442000    0.472000    0.518000    0.480000
     374    0.498000    0.486000    0.469000    0.483000
     375    0.556000    0.494000    0.511000    0.469000
     376    0.498000    0.542000    0.461000    0.486000
     377    0.441000    0.456000    0.527000    0.520000
     378    0.589000    0.466000    0.495000    0.465000
     379    0.496000    0.480000    0.482000    0.477000
     380    0.471000    0.491000    0.540000    0.503000
     381    0.496000    0.478000    0.535000    0.487000
     382    0.465000    0.474000    0.537000    0.467000
     383    0.467000    0.462000    0.491000    0.517000
     384    0.542000    0.556000    0.425000    0.537000
     385    0.456000    0.467000    0.500000    0.527000
     386    0.462000    0.497000    0.458000    0.484000
     387    0.478000    0.465000    0.488000    0.499000
     388    0.504000    0.539000    0.479000    0.449000
     389    0.428000    0.512000    0.522000    0.509000
     390    0.463000    0.519000    0.460000    0.479000
     391    0.443000    0.514000    0.523000    0.485000
     392    0.489000    0.532000    0.489000    0.490000
     393    0.546000    0.494000    0.497000    0.464000
     394    0.426000    0.480000    0.515000    0.507000
     395    0.458000    0.471000    0.490000    0.533000
     396    0.451000    0.571000    0.580000    0.467000
     397    0.431000    0.458000    0.524000    0.508000
     398    0.598000    0.429000    0.455000    0.576000
     399    0.458000    0.528000    0.568000    0.469000
     400    0.567000    0.467000    0.448000    0.565000
     401    0.473000    0.558000    0.551000    0.489000
     402    0.537000    0.519000    0.476000    0.439000
     403    0.475000    0.486000    0.542000    0.467000
     404    0.448000    0.530000    0.557000    0.446000
     405    0.478000    0.559000    0.595000    0.436000
     406    0.462000    0.498000    0.528000    0.456000
     407    0.451000    0.558000    0.607000    0.486000
     408    0.515000    0.483000    0.539000    0.535000
     409    0.516000    0.511000    0.463000    0.462000
     410    0.505000    0.506000    0.553000    0.536000
     411    0.500000    0.511000    0.457000    0.454000
     412    0.544000    0.527000    0.480000    0.483000
     413    0.495000    0.483000    0.467000    0.490000
     414    0.479000    0.494000    0.524000    0.471000
     415    0.536000    0.540000    0.491000    0.461000
     416    0.529000    0.523000    0.497000    0.453000
     417    0.480000    0.481000    0.545000    0.460000
     418    0.450000    0.526000    0.488000    0.454000
     419    0.490000    0.484000    0.519000    0.485000
     420    0.494000    0.472000    0.445000    0.465000
     421    0.539000    0.465000    0.532000    0.423000
     422    0.465000    0.474000    0.534000    0.497000
     423    0.461000    0.501000    0.544000    0.447000
     424    0.496000    0.480000    0.540000    0.474000
     425    0.489000    0.503000    0.516000    0.433000
     426    0.515000    0.488000    0.490000    0.457000
     427    0.468000    0.474000    0.482000    0.554000
     428    0.555000    0.506000    0.501000    0.472000
     429    0.502000    0.528000    0.534000    0.505000
     430    0.487000    0.518000    0.519000    0.536000
     431    0.455000    0.460000    0.551000    0.501000
     432    0.427000    0.526000    0.528000    0.513000
     433    0.480000    0.509000    0.512000    0.455000
     434    0.441000    0.495000    0.518000    0.522000
     435    0.472000    0.448000    0.529000    0.505000
     436    0.517000    0.445000    0.532000    0.496000
     437    0.434000    0.452000    0.531000    0.512000
     438    0.540000    0.527000    0.460000    0.493000
     439    0.464000    0.483000    0.553000    0.531000
     440    0.509000    0.533000    0.485000    0.454000
     441    0.501000    0.484000    0.520000    0.563000
     442    0.423000    0.547000    0.524000    0.478000
     443    0.468000    0.542000    0.538000    0.464000
     444    0.451000    0.488000    0.514000    0.451000
     445    0.412000    0.545000    0.523000    0.475000
     446    0.514000    0.445000    0.475000    0.564000
     447    0.517000    0.496000    0.446000    0.493000
     448    0.461000    0.504000    0.499000    0.532000
     449    0.438000    0.533000    0.538000    0.481000
     450    0.523000    0.495000    0.542000    0.449000
     451    0.521000    0.488000    0.502000    0.479000
     452    0.464000    0.506000    0.538000    0.534000
     453    0.554000    0.544000    0.479000    0.495000
     454    0.500000    0.595000    0.519000    0.463000
     455    0.550000    0.516000    0.500000    0.454000
     456    0.486000    0.616000    0.473000    0.462000
     457    0.529000    0.441000    0.510000    0.500000
     458    0.463000    0.612000    0.472000    0.468000
     459    0.553000    0.443000    0.498000    0.549000
     460    0.430000    0.572000    0.533000    0.456000
     461    0.528000    0.449000    0.502000    0.524000
     462    0.499000    0.462000    0.520000    0.510000
     463    0.496000    0.380000    0.534000    0.609000
     464    0.595000    0.408000    0.526000    0.536000
     465    0.583000    0.419000    0.518000    0.533000
     466    0.455000    0.613000    0.490000    0.496000
     467    0.557000    0.532000    0.496000    0.452000
     468    0.467000    0.503000    0.573000    0.508000
     469    0.552000    0.493000    0.543000    0.498000
     470    0.510000    0.513000    0.504000    0.521000
     471    0.486000    0.523000    0.469000    0.543000
     472    0.562000    0.493000    0.461000    0.476000
     473    0.501000    0.504000    0.503000    0.542000
     474    0.568000    0.491000    0.433000    0.478000
     475    0.411000    0.562000    0.622000    0.391000
     476    0.469000    0.567000    0.536000    0.430000
     477    0.394000    0.553000    0.619000    0.427000
     478    0.464000    0.557000    0.519000    0.457000
     479    0.533000    0.523000    0.463000    0.461000
     480    0.525000    0.582000    0.501000    0.458000
     481    0.521000    0.615000    0.490000    0.442000
     482    0.577000    0.475000    0.485000    0.539000
     483    0.508000    0.478000    0.451000    0.504000
     484    0.511000    0.600000    0.501000    0.450000
     485    0.479000    0.437000    0.588000    0.491000
     486    0.472000    0.455000    0.567000    0.506000
     487    0.504000    0.440000    0.539000    0.553000
     488    0.519000    0.564000    0.492000    0.450000
     489    0.426000    0.512000    0.492000    0.482000
     490    0.512000    0.494000    0.563000    0.444000
     491    0.459000    0.496000    0.460000    0.535000
     492    0.468000    0.474000    0.451000    0.542000
     493    0.476000    0.515000    0.450000    0.470000
     494    0.530000    0.585000    0.506000    0.483000
     495    0.497000    0.574000    0.511000    0.461000
     496    0.492000    0.524000    0.451000    0.546000
     497    0.497000    0.440000    0.568000    0.525000
     498    0.445000    0.517000    0.466000    0.473000
     499    0.499000    0.425000    0.562000    0.499000
     500    0.440000    0.520000    0.464000    0.561000
     501    0.510000    0.575000    0.484000    0.458000
     502    0.555000    0.500000    0.482000    0.486000
     503    0.559000    0.420000    0.499000    0.533000
     504    0.570000    0.451000    0.523000    0.500000
     505    0.570000    0.500000    0.472000    0.452000
     506    0.464000    0.551000    0.519000    0.476000
     507    0.432000    0.483000    0.511000    0.540000
     508    0.560000    0.543000    0.493000    0.416000
     509    0.529000    0.469000    0.480000    0.516000
     510    0.463000    0.532000    0.487000    0.491000
     511    0.489000    0.407000    0.512000    0.561000
     512    0.486000    0.527000    0.486000    0.476000
     513    0.417000    0.472000    0.498000    0.580000
     514    0.543000    0.498000    0.465000    0.483000
     515    0.444000    0.463000    0.477000    0.593000
     516    0.418000    0.407000    0.545000    0.563000
     517    0.552000    0.512000    0.412000    0.520000
     518    0.464000    0.565000    0.487000    0.470000
     519    0.432000    0.492000    0.488000    0.513000
     520    0.553000    0.494000    0.508000    0.485000
     521    0.496000    0.594000    0.482000    0.439000
     522    0.448000    0.534000    0.464000    0.487000
     523    0.454000    0.551000    0.480000    0.464000
     524    0.511000    0.459000    0.477000    0.492000
     525    0.534000    0.480000    0.454000    0.503000
     526    0.465000    0.535000    0.503000    0.544000
     527    0.546000    0.447000    0.543000    0.470000
     528    0.464000    0.510000    0.486000    0.540000
     529    0.538000    0.467000    0.452000    0.519000
     530    0.537000    0.491000    0.456000    0.495000
     531    0.512000    0.498000    0.477000    0.530000
     532    0.513000    0.496000    0.556000    0.464000
     533    0.602000    0.485000    0.486000    0.451000
     534    0.580000    0.486000    0.489000    0.535000
     535    0.487000    0.461000    0.504000    0.476000
     536    0.595000    0.421000    0.431000    0.537000
     537    0.536000    0.503000    0.469000    0.533000
     538    0.515000    0.477000    0.454000    0.507000
     539    0.482000    0.540000    0.502000    0.449000
     540    0.492000    0.531000    0.504000    0.471000
     541    0.556000    0.492000    0.488000    0.480000
     542    0.453000    0.485000    0.569000    0.458000
     543    0.528000    0.531000    0.472000    0.467000
     544    0.528000    0.444000    0.478000    0.525000
     545    0.465000    0.561000    0.525000    0.446000
     546    0.529000    0.453000    0.506000    0.568000
     547    0.517000    0.397000    0.519000    0.564000
     548    0.429000    0.621000    0.506000    0.473000
     549    0.493000    0.565000    0.496000    0.467000
     550    0.501000    0.560000    0.466000    0.493000
     551    0.481000    0.579000    0.513000    0.460000
     552    0.554000    0.473000    0.508000    0.438000
     553    0.514000    0.495000    0.495000    0.497000
     554    0.545000    0.482000    0.483000    0.494000
     555    0.517000    0.462000    0.481000    0.493000
     556    0.553000    0.471000    0.490000    0.555000
     557    0.509000    0.456000    0.428000    0.528000
     558    0.517000    0.480000    0.453000    0.544000
     559    0.441000    0.601000    0.492000    0.476000
     560    0.518000    0.463000    0.458000    0.543000
     561    0.656000    0.379000    0.440000    0.605000
     562    0.642000    0.400000    0.401000    0.572000
     563    0.572000    0.454000    0.481000    0.493000
     564    0.641000    0.370000    0.428000    0.551000
     565    0.562000    0.453000    0.465000    0.516000
     566    0.603000    0.439000    0.467000    0.462000
     567    0.469000    0.472000    0.531000    0.536000
     568    0.563000    0.463000    0.464000    0.479000
     569    0.541000    0.481000    0.467000    0.476000
     570    0.496000    0.533000    0.434000    0.459000
     571    0.556000    0.519000    0.470000    0.454000
     572    0.447000    0.465000    0.536000    0.530000
     573    0.484000    0.452000    0.551000    0.468000
     574    0.475000    0.478000    0.549000    0.548000
     575    0.553000    0.540000    0.429000    0.531000
     576    0.574000    0.503000    0.520000    0.477000
     577    0.547000    0.544000    0.427000    0.514000
     578    0.555000    0.536000    0.465000    0.482000
     579    0.539000    0.477000    0.483000    0.500000
     580    0.542000    0.526000    0.472000    0.472000
     581    0.530000    0.549000    0.440000    0.488000
     582    0.463000    0.454000    0.548000    0.502000
     583    0.561000    0.551000    0.460000    0.454000
     584    0.473000    0.466000    0.566000    0.546000
     585    0.533000    0.547000    0.459000    0.458000
     586    0.494000    0.522000    0.466000    0.502000
     587    0.481000    0.444000    0.538000    0.554000
     588    0.436000    0.520000    0.587000    0.473000
     589    0.605000    0.483000    0.484000    0.451000
     590    0.449000    0.484000    0.560000    0.528000
     591    0.483000    0.545000    0.510000    0.459000
     592    0.445000    0.470000    0.576000    0.580000
     593    0.520000    0.537000    0.452000    0.456000
     594    0.445000    0.606000    0.483000    0.465000
     595    0.644000    0.506000    0.447000    0.465000
     596    0.536000    0.466000    0.425000    0.554000
     597    0.589000    0.503000    0.466000    0.440000
     598    0.542000    0.551000    0.485000    0.510000
     599    0.442000    0.495000    0.547000    0.544000
     600    0.590000    0.491000    0.474000    0.455000
     601    0.472000    0.545000    0.497000    0.520000
     602    0.533000    0.498000    0.490000    0.528000
     603    0.525000    0.484000    0.455000    0.545000
     604    0.559000    0.496000    0.482000    0.445000
     605    0.557000    0.508000    0.428000    0.473000
     606    0.506000    0.428000    0.472000    0.484000
