 iteration         deme_1         deme_2         deme_3
     51400     310.423340     110.199326     115.275957
     51425     316.981639     111.108941     116.715662
     51450     313.632417     110.962083     115.379334
     51475     311.736685     110.360298     114.849785
     51500     317.199217     110.568771     115.700636
     51525     310.055057     110.576748     116.661927
     51550     315.955093     111.373265     116.499554
     51575     315.093899     109.779477     115.099703
     51600     323.304392     110.646828     115.140213
     51625     328.521095     110.436773     116.627066
     51650     322.944531     112.534618     113.240945
     51675     323.861769     112.272170     113.282701
     51700     322.876847     111.271889     111.724100
     51725     323.848332     112.020500     113.089269
     51750     320.161577     111.879128     113.612126
     51775     318.717272     113.086795     113.871964
     51800     323.952401     111.420700     113.036180
     51825     323.089096     112.292313     113.038148
     51850     323.580172     111.263151     112.125273
     51875     326.385659     112.440501     111.518366
     51900     324.775493     112.166481     112.304560
     51925     325.341872     112.655139     113.070064
     51950     324.685821     112.420037     112.738287
     51975     325.653571     111.861330     113.597890
     52000     328.648273     110.833803     112.635134
     52025     323.610523     111.620952     112.883523
     52050     320.909357     109.988904     113.781184
     52075     318.955968     111.915735     113.023991
     52100     319.687431     110.314763     115.413290
     52125     323.027054     111.692647     114.865734
     52150     320.492133     110.796361     115.139406
     52175     320.933163     110.586980     115.857761
     52200     315.964834     112.082104     114.284482
     52225     310.631417     111.112642     113.640295
     52250     309.208008     113.408758     115.652069
     52275     312.985197     113.562349     115.904918
     52300     313.757383     114.407796     114.617130
     52325     314.961380     114.148502     114.764451
     52350     318.223219     115.236915     115.428100
     52375     318.885081     116.022943     115.174914
     52400     313.409880     114.971090     115.720620
     52425     314.178877     115.024799     115.942572
     52450     308.967256     115.033292     116.602456
     52475     306.457807     115.862148     115.720117
     52500     308.800659     116.052730     116.103045
     52525     306.669091     116.778731     117.335406
     52550     302.338927     117.504582     117.759504
     52575     308.978825     117.495302     117.417057
     52600     304.867499     117.608901     116.529159
     52625     302.378296     115.704193     117.450462
     52650     300.653506     115.052379     115.628647
     52675     300.884431     115.203514     115.501299
     52700     298.402975     114.945429     113.764531
     52725     294.529333     113.955616     113.366799
     52750     302.486453     113.190280     114.902445
     52775     306.814305     113.303147     115.363887
     52800     306.786326     113.990213     115.769036
     52825     306.228382     113.148583     116.312668
     52850     302.545799     111.962140     115.139539
     52875     301.099034     112.296064     113.530680
     52900     297.230553     112.079507     112.473353
     52925     297.114377     112.582078     113.989788
     52950     296.724580     113.518398     115.089853
     52975     297.513305     114.415959     115.564171
     53000     301.439962     114.415959     116.242910
     53025     299.194985     113.907953     117.767092
     53050     293.268321     113.965924     116.913975
     53075     297.409226     114.333545     116.624403
     53100     297.409226     114.600394     117.072768
     53125     296.312758     114.665307     117.086896
     53150     300.202422     115.428644     116.395200
     53175     297.190979     115.649620     119.379147
     53200     297.100558     114.595601     117.910217
     53225     299.152353     114.813126     120.342230
     53250     293.616387     114.488456     119.419919
     53275     294.321534     114.009858     121.509512
     53300     293.786372     115.069307     122.059576
     53325     296.044164     115.167922     121.120006
     53350     305.821137     114.341999     120.592114
     53375     305.766877     114.298424     120.161632
     53400     305.201821     114.579724     121.581968
     53425     303.572367     115.286870     122.749991
     53450     304.713350     115.445572     122.479936
     53475     304.252022     114.366150     119.915273
     53500     299.195465     115.313152     117.829560
     53525     296.416110     114.268764     119.377392
     53550     294.099252     114.268764     119.477363
     53575     295.110449     111.830525     119.853618
     53600     295.012495     111.752898     122.044279
     53625     298.558783     111.471705     120.419581
     53650     303.806787     111.549433     120.979276
     53675     296.476663     111.467392     121.915175
     53700     295.224744     111.900709     121.591248
     53725     291.578552     110.389381     121.267533
     53750     292.402461     111.820452     121.009872
     53775     297.363659     112.596764     121.122712
     53800     297.541785     112.596764     120.803612
     53825     294.764953     112.706005     121.030270
     53850     295.273521     114.600324     119.691603
     53875     293.292449     114.043585     119.749833
     53900     295.118573     114.626449     119.366815
     53925     295.118573     113.919221     119.711662
     53950     295.194817     113.592764     119.639207
     53975     293.370272     112.302773     120.223727
     54000     298.778211     111.642264     120.738271
     54025     298.043549     111.857376     121.097289
     54050     301.239339     111.103345     120.495536
     54075     300.331937     110.758408     121.703279
     54100     301.172543     110.488375     121.039827
     54125     297.961695     110.768294     121.010404
     54150     301.494582     111.739460     119.442988
     54175     302.867910     112.111998     120.146249
     54200     303.537520     113.244444     120.576714
     54225     299.647600     112.824978     118.314284
     54250     301.994032     113.068617     118.324985
     54275     300.865131     112.539612     118.872584
     54300     302.715900     112.122258     118.208024
     54325     299.633364     111.797435     116.410551
     54350     301.722128     112.598382     115.675562
     54375     306.076976     113.428789     115.681835
     54400     306.753564     114.574940     117.106668
     54425     304.787908     114.171159     117.231297
     54450     309.218311     115.544928     117.795934
     54475     311.281245     113.303958     118.096527
     54500     309.288558     114.500549     116.776330
     54525     307.856228     113.698761     116.918768
     54550     316.019656     115.074950     117.627272
     54575     316.616543     115.292597     117.297902
     54600     322.618078     114.040525     116.464367
     54625     319.608311     114.093475     117.627564
     54650     319.676050     113.745918     117.627564
     54675     319.282226     112.924823     117.590508
     54700     319.315656     113.721126     119.019810
     54725     314.447158     113.463591     118.818980
     54750     315.232209     113.500015     116.400544
     54775     322.242227     114.417200     118.784046
     54800     322.305065     115.024584     118.189225
     54825     315.490121     114.446249     119.208580
     54850     318.604609     114.242472     118.125583
     54875     311.910018     113.520606     118.180297
     54900     315.230819     115.156914     117.887401
     54925     315.629028     114.838245     118.135892
     54950     313.893813     115.241005     119.681880
     54975     312.243780     115.989756     118.727216
     55000     314.046602     114.297359     117.312501
     55025     314.189403     114.574804     118.597380
     55050     315.257791     114.844092     117.602116
     55075     302.220326     114.374542     119.460992
     55100     300.352986     113.442129     116.388082
     55125     303.672775     114.241304     116.640944
     55150     307.271821     115.884794     116.747713
     55175     306.500696     114.796332     116.814879
     55200     308.278335     115.154976     116.945418
     55225     314.017074     113.604997     118.303506
     55250     316.927721     113.178329     117.714510
     55275     316.137260     114.362625     116.701372
     55300     318.005638     114.242134     116.137937
     55325     315.306464     114.557385     117.396033
     55350     306.896854     113.721031     117.796602
     55375     304.959695     115.413513     115.607848
     55400     306.385224     115.260302     115.895508
     55425     310.689249     113.463242     117.135777
     55450     310.857761     111.841860     116.446168
     55475     308.929489     113.034166     115.464115
     55500     310.391482     114.449064     115.157007
     55525     313.316091     113.833761     115.763252
     55550     312.186291     113.245841     115.501921
     55575     308.406709     113.444875     115.501921
     55600     310.345843     112.073632     116.124437
     55625     305.063782     112.608041     115.984203
     55650     309.169176     112.966264     114.971044
     55675     305.927642     111.921451     115.282179
     55700     306.754336     111.921451     114.526942
     55725     303.928902     111.396287     115.728727
     55750     302.707314     110.783722     117.417037
     55775     299.488368     111.798421     116.027514
     55800     300.401065     111.798421     116.715614
     55825     304.472127     112.028026     116.522705
     55850     300.501390     112.802324     117.094044
     55875     300.801484     113.624176     117.021069
     55900     296.907498     113.364901     116.977566
     55925     297.968793     114.391308     117.820144
     55950     298.497839     113.217436     117.947533
     55975     294.963584     113.003415     120.163755
     56000     292.732310     113.157864     119.041858
     56025     295.755202     114.414913     119.702719
     56050     295.915863     112.754852     119.176480
     56075     298.131687     112.665473     118.085290
     56100     299.711976     111.901862     117.638615
     56125     305.951443     111.282500     118.894236
     56150     299.262097     110.431998     118.376626
     56175     298.416360     110.479115     118.054954
     56200     296.036175     111.127541     117.865376
     56225     296.474750     111.542003     117.791371
     56250     297.716439     111.334538     119.094129
     56275     296.719772     111.679135     118.244879
     56300     294.095424     111.622146     118.717884
     56325     291.275669     112.511653     119.029021
     56350     293.690987     113.039754     117.979822
     56375     294.866266     114.242232     119.473118
     56400     291.437847     114.708697     118.596718
     56425     288.956880     115.683865     117.869980
     56450     291.240105     115.207530     118.012722
     56475     285.704471     114.328736     118.567703
     56500     287.788207     114.882576     119.470641
     56525     291.998895     116.023078     119.480231
     56550     296.356932     115.745558     119.158157
     56575     297.282049     115.474700     118.528416
     56600     296.770350     115.437197     118.819766
     56625     302.898732     113.813578     118.390139
     56650     295.616202     111.795327     119.138081
     56675     290.681483     111.965662     119.093992
     56700     291.313725     112.193651     120.369479
     56725     287.397782     111.621459     120.480611
     56750     289.281527     113.193672     119.349271
     56775     286.960418     113.193672     120.567359
     56800     286.286097     113.645735     118.524338
     56825     289.833912     113.762799     120.534097
     56850     286.995613     114.334154     120.574892
     56875     283.377359     113.516345     120.088605
     56900     288.386618     113.438545     120.958865
     56925     290.492610     113.491435     119.466023
     56950     290.531158     113.689609     119.616817
     56975     293.804606     113.086328     120.921707
     57000     296.343164     112.413597     120.186249
     57025     296.885076     110.687770     121.836026
     57050     292.471103     110.103818     121.202927
     57075     286.860114     109.069689     118.601417
     57100     286.329185     109.906969     119.947736
     57125     287.227232     109.218948     119.557119
     57150     295.206189     110.560819     119.231320
     57175     293.701771     111.922912     119.942273
     57200     290.447171     111.700065     119.804835
     57225     293.338089     110.875693     118.672205
     57250     293.569114     110.399331     118.772312
     57275     298.647167     110.848673     117.867079
     57300     292.398739     111.729673     118.337735
     57325     292.752456     112.708803     118.209647
     57350     292.284550     112.053123     119.277817
     57375     289.960543     112.228369     118.496660
     57400     290.983068     112.734343     117.582828
     57425     296.760801     112.400850     117.007924
     57450     293.034748     111.869038     117.407488
     57475     290.255517     112.066130     117.971833
     57500     290.804340     111.965775     117.321841
     57525     281.691465     112.463856     117.714621
     57550     283.366013     113.050895     116.956214
     57575     280.223247     113.063346     117.517402
     57600     277.473936     114.420957     117.519167
     57625     284.184804     112.698689     117.519167
     57650     284.671739     113.724828     117.149481
     57675     284.925204     113.533275     117.659462
     57700     288.558470     111.802249     117.293625
     57725     288.653132     110.943103     115.264156
     57750     287.995101     112.190697     115.929407
     57775     286.979075     112.063006     115.412035
     57800     289.497216     112.401376     116.594009
     57825     285.121212     110.880050     115.629227
     57850     281.708852     110.414152     116.393027
     57875     286.472087     109.706543     115.716329
     57900     283.228084     110.402043     118.321417
     57925     285.050846     110.831465     117.376772
     57950     281.723916     111.669314     115.264173
     57975     283.177397     112.039305     115.557712
     58000     284.049167     113.164288     116.476689
     58025     284.270346     111.973423     117.427395
     58050     287.892035     113.049251     116.941959
     58075     286.063114     115.543373     117.424601
     58100     285.605120     115.194377     117.468459
     58125     283.379120     115.194377     118.104212
     58150     282.064969     114.062730     116.973896
     58175     285.909568     113.561356     117.360861
     58200     283.321221     112.894184     117.742561
     58225     283.977308     112.771401     117.553271
     58250     278.042680     112.771401     116.424651
     58275     276.316131     114.329096     115.849133
     58300     276.995833     112.514176     117.037305
     58325     277.417990     113.220474     117.924558
     58350     279.476070     113.980986     118.162907
     58375     276.211678     114.851023     117.896840
     58400     273.977543     116.296244     118.351201
     58425     269.758312     115.743154     118.315174
     58450     267.386760     114.394316     118.581967
     58475     273.056587     114.032358     119.562299
     58500     269.776892     112.655955     119.487986
     58525     271.290305     112.975813     117.784524
     58550     272.858940     113.336797     118.294849
     58575     271.423304     112.986101     119.648331
     58600     273.952060     112.934422     120.041076
     58625     274.161838     112.814016     119.563027
     58650     278.697532     111.644250     117.458910
     58675     278.282794     111.076400     117.850985
     58700     280.419728     109.779335     117.912257
     58725     279.982182     110.142804     116.813821
     58750     279.216779     111.539279     117.077768
     58775     279.105468     111.749394     116.732622
     58800     278.658598     111.527796     116.853223
     58825     278.706547     112.009696     117.402440
     58850     278.952814     111.306194     116.094659
     58875     278.076742     111.625632     115.999208
     58900     278.400787     113.254967     115.085542
     58925     279.422330     109.954871     113.452673
     58950     279.300939     111.464169     112.910445
     58975     279.300939     112.035783     112.323014
     59000     278.401754     111.352302     113.260782
     59025     283.374833     111.335900     113.532375
     59050     288.752363     109.350478     114.093098
     59075     290.706590     109.797313     114.943435
     59100     291.752313     109.091852     114.391056
     59125     288.043589     108.279981     113.839724
     59150     290.168844     108.684606     112.823415
     59175     293.303022     108.460633     112.924757
     59200     293.621251     108.586923     113.499260
     59225     295.741301     108.609650     114.455788
     59250     295.404530     108.492355     114.435061
     59275     295.118426     109.706394     113.701735
     59300     295.033180     109.294173     113.618726
     59325     296.294695     108.456192     113.001633
     59350     296.577651     109.736322     112.600897
     59375     298.388716     109.594406     113.028608
     59400     299.618575     108.893270     112.604864
     59425     296.411967     108.825724     112.757810
     59450     290.024987     109.216858     111.876002
     59475     284.917395     109.199694     112.739100
     59500     289.010206     110.973619     112.937178
     59525     286.073057     110.369377     112.575144
     59550     290.863001     112.208658     114.134000
     59575     294.903956     112.303684     113.877674
     59600     291.187405     110.193667     113.734458
     59625     293.960130     109.041872     114.758267
     59650     294.039527     108.878373     113.446120
     59675     292.420601     109.170672     113.153293
     59700     297.143721     111.155150     112.919817
     59725     297.938391     111.282096     112.934883
     59750     294.889587     111.095680     113.484261
     59775     296.685588     111.469050     114.505345
     59800     302.788063     112.415887     114.975482
     59825     301.950537     111.138434     114.030975
     59850     300.391085     110.302613     114.077966
     59875     295.799665     110.409396     112.701612
     59900     292.916334     109.456307     113.132824
     59925     291.299914     110.772389     113.339775
     59950     295.841030     111.457199     112.988303
     59975     296.280347     111.593556     112.811504
     60000     296.155382     110.850310     114.735826
     60025     295.708169     111.108024     114.857137
     60050     295.760532     110.643583     117.360009
     60075     300.700199     110.643583     116.060675
     60100     302.537711     109.681018     117.051858
     60125     302.522095     111.274625     115.809756
     60150     304.887482     111.560436     115.809756
     60175     307.645545     111.700266     115.663865
     60200     306.654535     112.024910     114.312394
     60225     314.220859     112.223101     114.905260
     60250     309.543927     113.248002     115.147126
     60275     308.473026     113.534222     113.838991
     60300     310.348987     113.871012     114.166240
     60325     310.441935     113.471114     112.993579
     60350     305.969755     112.766822     112.354860
     60375     306.884782     115.086081     112.831487
     60400     305.738006     115.965122     113.282912
     60425     308.279068     114.766899     113.783709
     60450     308.531723     114.205831     115.117233
     60475     311.807234     116.104186     114.677601
     60500     307.020724     116.474426     115.766908
     60525     302.742068     116.305693     115.535046
     60550     301.180238     116.169278     117.350216
     60575     299.944118     116.616567     117.732615
     60600     299.904971     114.401432     117.660402
     60625     300.426689     114.487029     118.637003
     60650     306.732191     114.763232     118.258733
     60675     308.848419     116.134966     118.628523
     60700     308.491808     115.580831     118.823403
     60725     312.030868     115.011707     118.088927
     60750     312.538066     113.213523     118.343407
     60775     309.759982     113.464975     117.201838
     60800     310.624607     113.345746     116.675195
     60825     310.206693     112.305640     115.295112
     60850     312.481763     113.478595     117.627263
     60875     311.411082     114.750143     116.536370
     60900     311.286619     113.892530     116.421455
     60925     309.437438     114.837703     117.344254
     60950     306.231153     114.027755     117.447055
     60975     304.416026     113.403149     116.545607
     61000     304.950322     113.472261     117.334147
     61025     306.012215     113.349823     117.420526
     61050     310.687673     113.598198     117.422241
     61075     309.493211     113.352306     117.422241
     61100     307.273667     114.585529     115.956258
     61125     308.302214     114.993205     116.121663
     61150     311.324391     114.099022     115.952661
     61175     308.112732     114.262697     117.488123
     61200     304.695073     111.826204     118.786043
     61225     301.806660     113.373740     118.478452
     61250     300.537976     114.193603     118.847149
     61275     297.169692     113.505423     119.442462
     61300     302.111552     113.008443     119.766830
     61325     302.111552     112.842856     120.223812
     61350     304.827546     113.580163     119.549417
     61375     305.691860     113.914772     119.305239
     61400     305.829597     114.212753     119.942802
     61425     302.377593     114.382216     119.705303
     61450     305.291768     114.088912     120.267683
     61475     307.556990     112.720903     119.818135
     61500     307.429937     113.096919     119.882784
     61525     305.451104     113.532358     119.646531
     61550     303.004205     112.742813     119.878569
     61575     301.443404     112.500658     120.820453
     61600     306.222035     112.275012     120.617952
     61625     306.731740     113.004889     121.702747
     61650     301.293430     115.279749     120.311437
     61675     302.470035     115.410549     120.452909
     61700     300.415647     115.945101     119.461180
     61725     298.671493     116.504709     119.042883
     61750     291.797782     117.434238     119.497529
     61775     297.032630     117.119960     119.697868
     61800     301.959739     116.402952     120.405654
     61825     302.291813     116.813496     119.058900
     61850     302.385503     116.855238     118.657371
     61875     300.794763     116.807842     118.657371
     61900     297.786454     115.977171     117.420577
     61925     299.624297     116.387835     117.575412
     61950     303.227524     116.615258     117.342243
     61975     299.323389     117.105055     116.746033
     62000     301.041751     116.440751     116.639509
     62025     299.096867     116.394052     116.849493
     62050     303.661665     116.913057     116.197634
     62075     308.590107     117.015168     116.990936
     62100     312.581083     116.870311     117.701011
     62125     306.987922     117.761706     117.061545
     62150     307.227321     117.660256     116.918099
     62175     301.323280     117.780693     116.700115
     62200     298.122646     117.325213     118.228459
     62225     298.014341     118.036397     118.436156
     62250     303.670937     117.652279     119.811974
     62275     300.829511     117.069574     119.114298
     62300     299.646235     116.918819     118.560771
     62325     296.024900     117.064100     119.225453
     62350     297.798589     117.463294     119.755177
     62375     297.309995     116.811090     120.976911
     62400     297.366853     116.424249     119.940372
     62425     300.496987     116.747227     119.855176
     62450     295.554821     117.033165     119.426536
     62475     293.429911     115.515819     118.975924
     62500     293.530831     115.116598     119.253156
     62525     291.915285     114.019194     117.106193
     62550     292.854408     114.714799     119.106988
     62575     292.256421     114.595880     118.161156
     62600     294.572295     115.032178     117.491135
     62625     297.396042     114.117796     116.249387
     62650     297.097239     113.256915     118.396589
     62675     299.225869     113.375232     117.828704
     62700     295.114458     114.395177     118.149706
     62725     296.216631     113.133153     119.262849
     62750     291.683620     112.341143     118.632168
     62775     291.279750     114.516959     116.890431
     62800     293.885715     114.181088     116.568713
     62825     298.455084     112.507068     116.483158
     62850     291.734190     111.895420     116.399820
     62875     298.684997     112.875734     117.427933
     62900     297.246424     112.259335     117.535463
     62925     294.699314     111.391601     115.557465
     62950     295.908178     111.517546     116.784486
     62975     298.308735     113.694016     116.702901
     63000     297.084060     113.237281     114.648478
     63025     299.300596     113.634617     115.007879
     63050     300.379905     111.717619     113.781901
     63075     299.719589     112.275139     114.400524
     63100     301.108444     111.762090     113.667245
     63125     300.601417     111.511309     112.451948
     63150     299.301632     112.197130     112.959285
     63175     295.972677     113.307057     112.528756
     63200     294.464417     112.234307     114.211995
     63225     294.507584     110.908751     115.591191
     63250     295.287308     110.908751     116.099786
     63275     291.708011     111.960714     115.222938
     63300     292.997729     111.067193     114.350027
     63325     297.695494     112.139735     115.092740
     63350     295.331006     112.167395     115.224471
     63375     297.036703     110.621575     116.149394
     63400     302.140364     111.775085     116.590690
     63425     295.973381     110.729838     116.590690
     63450     300.326561     110.671795     116.609001
     63475     298.717812     109.426310     117.312936
     63500     302.579200     109.978173     115.252870
     63525     297.683468     109.581816     115.362398
     63550     296.385441     109.261665     116.927971
     63575     299.667255     109.863368     115.688448
     63600     296.618264     109.683010     115.173366
     63625     296.897201     110.556435     115.741029
     63650     297.454522     109.737996     115.355734
     63675     293.430403     109.302142     116.300976
     63700     292.800871     107.414602     117.905285
     63725     291.288276     107.339554     115.586142
     63750     291.032918     107.045623     116.744877
     63775     290.722490     106.205461     115.007830
     63800     297.702851     106.424367     115.424751
     63825     300.519754     105.639910     115.282808
     63850     297.297015     105.247582     113.402510
     63875     294.268888     105.540743     113.707917
     63900     300.457436     107.452133     112.339343
     63925     298.325350     106.657513     112.263994
     63950     304.756322     106.184342     113.676224
     63975     303.775806     105.969938     112.268844
     64000     298.971972     106.786572     112.696150
     64025     297.017368     107.361080     112.257500
     64050     308.006335     107.583776     114.178576
     64075     307.007930     108.730369     115.006038
     64100     301.352158     107.157110     114.925670
     64125     300.679012     106.252210     114.022761
     64150     306.477088     105.699739     114.599582
     64175     308.858234     104.120987     115.003587
     64200     303.288683     103.905297     114.650542
     64225     306.339829     104.393793     115.021458
     64250     303.677473     103.931190     115.821445
     64275     302.177947     104.011917     115.937710
     64300     299.719784     104.348782     115.336992
     64325     298.193901     104.348782     114.782227
     64350     300.354018     104.870923     114.239647
     64375     300.868658     104.604680     114.142173
     64400     298.664370     104.377757     115.448888
     64425     298.091198     105.098840     113.451176
     64450     293.796633     107.139594     114.301195
     64475     292.786818     104.814955     115.169838
     64500     292.921994     105.967172     114.472651
     64525     292.657975     105.955574     114.779252
     64550     294.965775     108.443123     115.519637
     64575     294.080153     108.276078     116.250491
     64600     296.755709     108.937337     115.345740
     64625     298.632322     109.236249     116.303913
     64650     298.287175     109.850856     117.556279
     64675     290.655669     110.175470     118.220740
     64700     291.461599     109.438187     118.479575
     64725     297.781574     109.139960     118.054391
     64750     296.112701     110.986575     116.237674
     64775     295.985948     110.017590     116.241839
     64800     296.317430     109.516231     115.796186
     64825     295.458748     109.516231     116.610153
     64850     297.062265     109.933078     116.591787
     64875     296.587656     109.497295     117.582821
     64900     298.956418     108.401250     117.582821
     64925     299.939516     108.367609     117.651950
     64950     300.082897     109.896804     117.821776
     64975     296.571150     108.355220     118.248917
     65000     290.905288     107.888803     119.753164
     65025     286.159635     108.479289     118.627754
     65050     291.071745     109.227772     116.830722
     65075     289.119123     110.685468     115.866445
     65100     286.576853     110.470655     116.280083
     65125     287.583692     109.352233     116.596940
     65150     292.962295     108.306651     115.820862
     65175     291.528827     111.391589     116.186376
     65200     290.042699     113.208470     116.028700
     65225     287.786584     113.755039     115.165091
     65250     290.685182     112.906203     114.138199
     65275     293.003175     111.637839     114.665851
     65300     291.627151     111.412488     115.017484
     65325     295.966534     112.588043     115.159684
     65350     299.441657     112.205123     115.489430
     65375     294.417233     111.164469     116.347366
     65400     293.186267     110.813452     117.139114
     65425     298.287745     110.422853     116.881774
     65450     296.062992     110.573251     116.725412
     65475     293.856463     111.130577     116.272514
     65500     297.528775     112.537623     117.034607
     65525     293.636892     112.544343     117.836862
     65550     293.544690     112.585048     118.802894
     65575     288.611247     114.212701     118.641261
     65600     296.310927     113.780711     119.381578
     65625     291.969809     114.376713     118.386209
     65650     292.167627     114.731944     118.149217
     65675     300.174997     113.704825     119.311492
     65700     299.420430     113.418445     119.701191
     65725     296.861294     114.105179     118.338665
     65750     298.542867     114.245405     117.366926
     65775     297.743038     115.145686     120.074403
     65800     297.182493     114.791738     119.302433
     65825     297.480601     114.549973     118.837320
     65850     299.116444     114.382271     120.755902
     65875     301.976327     112.978576     120.808223
     65900     302.349547     114.210376     119.732421
     65925     307.104631     114.759212     119.763655
     65950     306.290935     116.703570     120.032482
     65975     307.313456     117.217825     119.565112
     66000     308.478855     117.340833     121.956770
     66025     306.108091     116.594194     120.304101
     66050     303.348423     117.407024     122.131243
     66075     305.016233     115.615571     121.882529
     66100     302.426753     116.004023     121.936502
     66125     307.342502     115.932402     122.178853
     66150     309.445232     115.519295     121.117122
     66175     308.141709     112.896882     120.145342
     66200     307.529931     111.988321     120.885007
     66225     302.180542     112.513056     120.001117
     66250     305.526109     111.759229     120.250283
     66275     303.749387     112.178876     120.921609
     66300     307.319130     114.017937     120.033214
     66325     307.184747     114.285069     119.467838
     66350     306.056130     113.030492     118.640735
     66375     306.966596     114.376350     119.297893
     66400     303.960375     113.018758     121.893199
     66425     300.700433     113.018758     122.287552
     66450     303.414823     113.559393     122.307194
     66475     306.757483     113.769672     121.872038
     66500     307.249772     113.250039     121.959361
     66525     305.183765     114.214840     121.844338
     66550     311.519688     114.049841     120.486560
     66575     309.241512     113.480782     118.484149
     66600     312.026679     114.345586     117.962815
     66625     310.518396     114.975041     117.627302
     66650     305.360531     115.773071     118.795336
     66675     306.768726     115.529085     117.875996
     66700     307.931059     114.923286     117.524203
     66725     308.121516     115.107343     119.229110
     66750     304.898195     114.811088     119.938645
     66775     307.326969     114.831273     119.270285
     66800     306.734215     115.495677     119.494124
     66825     304.128520     115.364476     119.586932
     66850     303.968578     113.412823     118.241044
     66875     300.743897     113.280823     118.123767
     66900     301.472702     112.744578     119.098825
     66925     303.532614     113.543434     119.070269
     66950     301.306215     113.976802     118.680724
     66975     301.052618     113.280095     119.330972
     67000     306.333052     112.679648     120.393243
     67025     308.369440     113.559651     119.121580
     67050     308.515576     114.445324     118.973911
     67075     308.918454     112.823192     119.266432
     67100     308.918454     113.642472     120.004385
     67125     304.702732     114.017179     119.134642
     67150     306.435773     113.464171     119.946422
     67175     308.025588     113.899832     119.382537
     67200     311.638473     113.785861     118.235254
     67225     311.677970     114.486788     118.539833
     67250     308.371505     114.450139     115.516449
     67275     310.565062     114.811574     116.455201
     67300     310.565062     114.488541     116.836745
     67325     311.188192     114.230517     116.495224
     67350     311.313822     113.424413     116.952896
     67375     310.202292     112.690323     116.561923
     67400     319.454019     112.659392     117.007370
     67425     313.696490     113.878428     118.370332
     67450     313.189753     111.958599     118.380060
     67475     314.364351     112.773387     117.617479
     67500     311.719324     112.859363     116.600887
     67525     306.148411     112.862855     117.116254
     67550     308.578504     113.656439     117.074836
     67575     309.789115     112.669626     116.961663
     67600     310.373735     112.301243     116.232367
     67625     306.853944     112.148391     116.050421
     67650     305.139684     111.750187     116.771019
     67675     306.401780     111.536134     117.940139
     67700     304.253763     111.870993     117.789286
     67725     305.543082     112.169643     117.375437
     67750     305.782727     111.260089     116.867225
     67775     302.779568     111.589058     116.690437
     67800     301.702711     110.024738     115.798002
     67825     301.483402     111.830143     115.798002
     67850     297.713683     113.609075     117.754972
     67875     292.009847     112.056056     114.737461
     67900     288.854457     110.744490     114.586104
     67925     289.023792     110.298782     114.505080
     67950     289.307198     110.404023     114.078272
     67975     291.710295     109.440652     114.940022
     68000     282.522283     109.164555     116.012986
     68025     282.917062     109.160998     114.450680
     68050     282.917062     109.406299     114.117151
     68075     285.851877     108.221768     113.152877
     68100     285.870414     108.861649     116.167761
     68125     290.533920     108.479803     116.666414
     68150     288.932269     107.855252     117.300424
     68175     284.295803     107.566658     115.444897
     68200     286.040996     107.899607     113.757847
     68225     279.140678     108.170429     115.220591
     68250     282.739632     108.264288     116.372666
     68275     281.486122     107.859751     117.247240
     68300     286.317413     108.373933     116.140629
     68325     287.888033     108.713072     116.742361
     68350     293.339693     108.662033     114.447888
